	Time [s]	Minimum [mm]	Maximum [mm]	Average [mm]	
450	7.5015e-002	-9.3356e-002	-9.3356e-002	-9.3356e-002	
451	7.5182e-002	-0.10679	-0.10679	-0.10679	
452	7.5348e-002	-0.12742	-0.12742	-0.12742	
453	7.5515e-002	-0.15219	-0.15219	-0.15219	
454	7.5682e-002	-0.17745	-0.17745	-0.17745	
455	7.5848e-002	-0.19957	-0.19957	-0.19957	
456	7.6015e-002	-0.21545	-0.21545	-0.21545	
457	7.6182e-002	-0.223	-0.223	-0.223	
458	7.6349e-002	-0.22142	-0.22142	-0.22142	
459	7.6515e-002	-0.21133	-0.21133	-0.21133	
460	7.6682e-002	-0.19458	-0.19458	-0.19458	
461	7.6849e-002	-0.17399	-0.17399	-0.17399	
462	7.7015e-002	-0.15287	-0.15287	-0.15287	
463	7.7182e-002	-0.13447	-0.13447	-0.13447	
464	7.7349e-002	-0.12155	-0.12155	-0.12155	
465	7.7515e-002	-0.1159	-0.1159	-0.1159	
466	7.7682e-002	-0.11814	-0.11814	-0.11814	
467	7.7849e-002	-0.12765	-0.12765	-0.12765	
468	7.8016e-002	-0.1427	-0.1427	-0.1427	
469	7.8182e-002	-0.16079	-0.16079	-0.16079	
470	7.8349e-002	-0.17906	-0.17906	-0.17906	
471	7.8516e-002	-0.19478	-0.19478	-0.19478	
472	7.8682e-002	-0.20575	-0.20575	-0.20575	
473	7.8849e-002	-0.21066	-0.21066	-0.21066	
474	7.9016e-002	-0.20921	-0.20921	-0.20921	
475	7.9182e-002	-0.20218	-0.20218	-0.20218	
476	7.9349e-002	-0.19116	-0.19116	-0.19116	
477	7.9516e-002	-0.17834	-0.17834	-0.17834	
478	7.9683e-002	-0.16604	-0.16604	-0.16604	
479	7.9849e-002	-0.15636	-0.15636	-0.15636	
480	8.0016e-002	-0.15083	-0.15083	-0.15083	
481	8.0183e-002	-0.15015	-0.15015	-0.15015	
482	8.0349e-002	-0.15416	-0.15416	-0.15416	
483	8.0516e-002	-0.16185	-0.16185	-0.16185	
484	8.0683e-002	-0.17162	-0.17162	-0.17162	
485	8.0849e-002	-0.18158	-0.18158	-0.18158	
486	8.1016e-002	-0.18991	-0.18991	-0.18991	
487	8.1183e-002	-0.19519	-0.19519	-0.19519	
488	8.135e-002	-0.19665	-0.19665	-0.19665	
489	8.1516e-002	-0.19429	-0.19429	-0.19429	
490	8.1683e-002	-0.18886	-0.18886	-0.18886	
491	8.185e-002	-0.18171	-0.18171	-0.18171	
492	8.2016e-002	-0.1745	-0.1745	-0.1745	
493	8.2183e-002	-0.1689	-0.1689	-0.1689	
494	8.235e-002	-0.16625	-0.16625	-0.16625	
495	8.2516e-002	-0.16734	-0.16734	-0.16734	
496	8.2683e-002	-0.17217	-0.17217	-0.17217	
497	8.285e-002	-0.18003	-0.18003	-0.18003	
498	8.3017e-002	-0.18953	-0.18953	-0.18953	
499	8.3183e-002	-0.19893	-0.19893	-0.19893	
500	8.335e-002	-0.20641	-0.20641	-0.20641	
501	8.3517e-002	-0.2104	-0.2104	-0.2104	
502	8.3683e-002	-0.20995	-0.20995	-0.20995	
503	8.385e-002	-0.20488	-0.20488	-0.20488	
504	8.4017e-002	-0.19584	-0.19584	-0.19584	
505	8.4183e-002	-0.18427	-0.18427	-0.18427	
506	8.435e-002	-0.17214	-0.17214	-0.17214	
507	8.4517e-002	-0.16164	-0.16164	-0.16164	
508	8.4684e-002	-0.15481	-0.15481	-0.15481	
509	8.485e-002	-0.15313	-0.15313	-0.15313	
510	8.5017e-002	-0.15732	-0.15732	-0.15732	
511	8.5184e-002	-0.1671	-0.1671	-0.1671	
512	8.535e-002	-0.18123	-0.18123	-0.18123	
513	8.5517e-002	-0.19768	-0.19768	-0.19768	
514	8.5684e-002	-0.21392	-0.21392	-0.21392	
515	8.585e-002	-0.22735	-0.22735	-0.22735	
516	8.6017e-002	-0.2357	-0.2357	-0.2357	
517	8.6184e-002	-0.23747	-0.23747	-0.23747	
518	8.6351e-002	-0.23213	-0.23213	-0.23213	
519	8.6517e-002	-0.2203	-0.2203	-0.2203	
520	8.6684e-002	-0.20366	-0.20366	-0.20366	
521	8.6851e-002	-0.1847	-0.1847	-0.1847	
522	8.7017e-002	-0.16636	-0.16636	-0.16636	
523	8.7184e-002	-0.15156	-0.15156	-0.15156	
524	8.7351e-002	-0.14276	-0.14276	-0.14276	
525	8.7517e-002	-0.14151	-0.14151	-0.14151	
526	8.7684e-002	-0.14824	-0.14824	-0.14824	
527	8.7851e-002	-0.16213	-0.16213	-0.16213	
528	8.8018e-002	-0.18124	-0.18124	-0.18124	
529	8.8184e-002	-0.20278	-0.20278	-0.20278	
530	8.8351e-002	-0.22354	-0.22354	-0.22354	
531	8.8518e-002	-0.24038	-0.24038	-0.24038	
532	8.8684e-002	-0.25075	-0.25075	-0.25075	
533	8.8851e-002	-0.25303	-0.25303	-0.25303	
534	8.9018e-002	-0.24686	-0.24686	-0.24686	
535	8.9184e-002	-0.23316	-0.23316	-0.23316	
536	8.9351e-002	-0.214	-0.214	-0.214	
537	8.9518e-002	-0.19228	-0.19228	-0.19228	
538	8.9685e-002	-0.17133	-0.17133	-0.17133	
539	8.9851e-002	-0.15431	-0.15431	-0.15431	
540	9.0018e-002	-0.14381	-0.14381	-0.14381	
541	9.0185e-002	-0.14142	-0.14142	-0.14142	
542	9.0351e-002	-0.14745	-0.14745	-0.14745	
543	9.0518e-002	-0.16097	-0.16097	-0.16097	
544	9.0685e-002	-0.17989	-0.17989	-0.17989	
545	9.0851e-002	-0.20133	-0.20133	-0.20133	
546	9.1018e-002	-0.22206	-0.22206	-0.22206	
547	9.1185e-002	-0.23902	-0.23902	-0.23902	
548	9.1352e-002	-0.24974	-0.24974	-0.24974	
549	9.1518e-002	-0.25276	-0.25276	-0.25276	
550	9.1685e-002	-0.24782	-0.24782	-0.24782	
551	9.1852e-002	-0.23584	-0.23584	-0.23584	
552	9.2018e-002	-0.21882	-0.21882	-0.21882	
553	9.2185e-002	-0.19947	-0.19947	-0.19947	
554	9.2352e-002	-0.18078	-0.18078	-0.18078	
555	9.2518e-002	-0.16557	-0.16557	-0.16557	
556	9.2685e-002	-0.15605	-0.15605	-0.15605	
557	9.2852e-002	-0.15349	-0.15349	-0.15349	
558	9.3019e-002	-0.15805	-0.15805	-0.15805	
559	9.3185e-002	-0.1688	-0.1688	-0.1688	
560	9.3352e-002	-0.18388	-0.18388	-0.18388	
561	9.3519e-002	-0.20083	-0.20083	-0.20083	
562	9.3685e-002	-0.21699	-0.21699	-0.21699	
563	9.3852e-002	-0.22992	-0.22992	-0.22992	
564	9.4019e-002	-0.2378	-0.2378	-0.2378	
565	9.4185e-002	-0.23964	-0.23964	-0.23964	
566	9.4352e-002	-0.23546	-0.23546	-0.23546	
567	9.4519e-002	-0.22623	-0.22623	-0.22623	
568	9.4686e-002	-0.21364	-0.21364	-0.21364	
569	9.4852e-002	-0.19986	-0.19986	-0.19986	
570	9.5019e-002	-0.18713	-0.18713	-0.18713	
571	9.5186e-002	-0.17743	-0.17743	-0.17743	
572	9.5352e-002	-0.17213	-0.17213	-0.17213	
573	9.5519e-002	-0.17183	-0.17183	-0.17183	
574	9.5686e-002	-0.17627	-0.17627	-0.17627	
575	9.5852e-002	-0.18445	-0.18445	-0.18445	
576	9.6019e-002	-0.19478	-0.19478	-0.19478	
577	9.6186e-002	-0.20541	-0.20541	-0.20541	
578	9.6353e-002	-0.21453	-0.21453	-0.21453	
579	9.6519e-002	-0.22069	-0.22069	-0.22069	
580	9.6686e-002	-0.22301	-0.22301	-0.22301	
581	9.6853e-002	-0.22131	-0.22131	-0.22131	
582	9.7019e-002	-0.21612	-0.21612	-0.21612	
583	9.7186e-002	-0.20855	-0.20855	-0.20855	
584	9.7353e-002	-0.20007	-0.20007	-0.20007	
585	9.7519e-002	-0.19225	-0.19225	-0.19225	
586	9.7686e-002	-0.18648	-0.18648	-0.18648	
587	9.7853e-002	-0.18373	-0.18373	-0.18373	
588	9.802e-002	-0.18436	-0.18436	-0.18436	
589	9.8186e-002	-0.18813	-0.18813	-0.18813	
590	9.8353e-002	-0.1942	-0.1942	-0.1942	
591	9.852e-002	-0.20136	-0.20136	-0.20136	
592	9.8686e-002	-0.20818	-0.20818	-0.20818	
593	9.8853e-002	-0.21334	-0.21334	-0.21334	
594	9.902e-002	-0.21585	-0.21585	-0.21585	
595	9.9186e-002	-0.2152	-0.2152	-0.2152	
596	9.9353e-002	-0.21148	-0.21148	-0.21148	
597	9.952e-002	-0.20534	-0.20534	-0.20534	
598	9.9687e-002	-0.19789	-0.19789	-0.19789	
599	9.9853e-002	-0.19046	-0.19046	-0.19046	
600	0.10002	-0.18441	-0.18441	-0.18441	
601	0.10019	-0.18086	-0.18086	-0.18086	
602	0.10035	-0.18048	-0.18048	-0.18048	
603	0.10052	-0.1834	-0.1834	-0.1834	
604	0.10069	-0.18913	-0.18913	-0.18913	
605	0.10085	-0.1967	-0.1967	-0.1967	
606	0.10102	-0.20479	-0.20479	-0.20479	
607	0.10119	-0.21196	-0.21196	-0.21196	
608	0.10135	-0.21692	-0.21692	-0.21692	
609	0.10152	-0.21872	-0.21872	-0.21872	
610	0.10169	-0.21696	-0.21696	-0.21696	
611	0.10185	-0.21182	-0.21182	-0.21182	
612	0.10202	-0.20408	-0.20408	-0.20408	
613	0.10219	-0.19493	-0.19493	-0.19493	
614	0.10235	-0.18584	-0.18584	-0.18584	
615	0.10252	-0.17827	-0.17827	-0.17827	
616	0.10269	-0.17345	-0.17345	-0.17345	
617	0.10285	-0.17213	-0.17213	-0.17213	
618	0.10302	-0.17452	-0.17452	-0.17452	
619	0.10319	-0.1802	-0.1802	-0.1802	
620	0.10335	-0.1882	-0.1882	-0.1882	
621	0.10352	-0.19719	-0.19719	-0.19719	
622	0.10369	-0.20567	-0.20567	-0.20567	
623	0.10385	-0.21223	-0.21223	-0.21223	
624	0.10402	-0.2158	-0.2158	-0.2158	
625	0.10419	-0.21579	-0.21579	-0.21579	
626	0.10435	-0.21219	-0.21219	-0.21219	
627	0.10452	-0.20559	-0.20559	-0.20559	
628	0.10469	-0.19704	-0.19704	-0.19704	
629	0.10485	-0.1879	-0.1879	-0.1879	
630	0.10502	-0.17959	-0.17959	-0.17959	
631	0.10519	-0.17337	-0.17337	-0.17337	
632	0.10535	-0.17013	-0.17013	-0.17013	
633	0.10552	-0.17024	-0.17024	-0.17024	
634	0.10569	-0.17353	-0.17353	-0.17353	
635	0.10585	-0.17929	-0.17929	-0.17929	
636	0.10602	-0.18643	-0.18643	-0.18643	
637	0.10619	-0.19366	-0.19366	-0.19366	
638	0.10635	-0.19973	-0.19973	-0.19973	
639	0.10652	-0.20361	-0.20361	-0.20361	
640	0.10669	-0.20469	-0.20469	-0.20469	
641	0.10685	-0.20285	-0.20285	-0.20285	
642	0.10702	-0.19846	-0.19846	-0.19846	
643	0.10719	-0.19235	-0.19235	-0.19235	
644	0.10735	-0.18558	-0.18558	-0.18558	
645	0.10752	-0.1793	-0.1793	-0.1793	
646	0.10769	-0.17453	-0.17453	-0.17453	
647	0.10785	-0.172	-0.172	-0.172	
648	0.10802	-0.17197	-0.17197	-0.17197	
649	0.10819	-0.17426	-0.17426	-0.17426	
650	0.10835	-0.17827	-0.17827	-0.17827	
651	0.10852	-0.18308	-0.18308	-0.18308	
652	0.10869	-0.18764	-0.18764	-0.18764	
653	0.10886	-0.19098	-0.19098	-0.19098	
654	0.10902	-0.19236	-0.19236	-0.19236	
655	0.10919	-0.19142	-0.19142	-0.19142	
656	0.10936	-0.18827	-0.18827	-0.18827	
657	0.10952	-0.18341	-0.18341	-0.18341	
658	0.10969	-0.1777	-0.1777	-0.1777	
659	0.10986	-0.17219	-0.17219	-0.17219	
660	0.11002	-0.16788	-0.16788	-0.16788	
661	0.11019	-0.1656	-0.1656	-0.1656	
662	0.11036	-0.1658	-0.1658	-0.1658	
663	0.11052	-0.16845	-0.16845	-0.16845	
664	0.11069	-0.17309	-0.17309	-0.17309	
665	0.11086	-0.17883	-0.17883	-0.17883	
666	0.11102	-0.18456	-0.18456	-0.18456	
667	0.11119	-0.18909	-0.18909	-0.18909	
668	0.11136	-0.19141	-0.19141	-0.19141	
669	0.11152	-0.19085	-0.19085	-0.19085	
670	0.11169	-0.18723	-0.18723	-0.18723	
671	0.11186	-0.1809	-0.1809	-0.1809	
672	0.11202	-0.17271	-0.17271	-0.17271	
673	0.11219	-0.16389	-0.16389	-0.16389	
674	0.11236	-0.1558	-0.1558	-0.1558	
675	0.11252	-0.14977	-0.14977	-0.14977	
676	0.11269	-0.14683	-0.14683	-0.14683	
677	0.11286	-0.14755	-0.14755	-0.14755	
678	0.11302	-0.15188	-0.15188	-0.15188	
679	0.11319	-0.15919	-0.15919	-0.15919	
680	0.11336	-0.16833	-0.16833	-0.16833	
681	0.11352	-0.17779	-0.17779	-0.17779	
682	0.11369	-0.18596	-0.18596	-0.18596	
683	0.11386	-0.19139	-0.19139	-0.19139	
684	0.11402	-0.19301	-0.19301	-0.19301	
685	0.11419	-0.19034	-0.19034	-0.19034	
686	0.11436	-0.18356	-0.18356	-0.18356	
687	0.11452	-0.17351	-0.17351	-0.17351	
688	0.11469	-0.16158	-0.16158	-0.16158	
689	0.11486	-0.14946	-0.14946	-0.14946	
690	0.11502	-0.13893	-0.13893	-0.13893	
691	0.11519	-0.13155	-0.13155	-0.13155	
692	0.11536	-0.1284	-0.1284	-0.1284	
693	0.11552	-0.12993	-0.12993	-0.12993	
694	0.11569	-0.13588	-0.13588	-0.13588	
695	0.11586	-0.14527	-0.14527	-0.14527	
696	0.11602	-0.15662	-0.15662	-0.15662	
697	0.11619	-0.1681	-0.1681	-0.1681	
698	0.11636	-0.17789	-0.17789	-0.17789	
699	0.11652	-0.18439	-0.18439	-0.18439	
700	0.11669	-0.18652	-0.18652	-0.18652	
701	0.11686	-0.18387	-0.18387	-0.18387	
702	0.11702	-0.17674	-0.17674	-0.17674	
703	0.11719	-0.16613	-0.16613	-0.16613	
704	0.11736	-0.15354	-0.15354	-0.15354	
705	0.11752	-0.14076	-0.14076	-0.14076	
706	0.11769	-0.1296	-0.1296	-0.1296	
707	0.11786	-0.12159	-0.12159	-0.12159	
708	0.11802	-0.11774	-0.11774	-0.11774	
709	0.11819	-0.11843	-0.11843	-0.11843	
710	0.11836	-0.12336	-0.12336	-0.12336	
711	0.11852	-0.13156	-0.13156	-0.13156	
712	0.11869	-0.14161	-0.14161	-0.14161	
713	0.11886	-0.15185	-0.15185	-0.15185	
714	0.11902	-0.16063	-0.16063	-0.16063	
715	0.11919	-0.1666	-0.1666	-0.1666	
716	0.11936	-0.16885	-0.16885	-0.16885	
717	0.11952	-0.16709	-0.16709	-0.16709	
718	0.11969	-0.16164	-0.16164	-0.16164	
719	0.11986	-0.15339	-0.15339	-0.15339	
720	0.12002	-0.1436	-0.1436	-0.1436	
721	0.12019	-0.13369	-0.13369	-0.13369	
722	0.12036	-0.12505	-0.12505	-0.12505	
723	0.12052	-0.11879	-0.11879	-0.11879	
724	0.12069	-0.11557	-0.11557	-0.11557	
725	0.12086	-0.11555	-0.11555	-0.11555	
726	0.12102	-0.11836	-0.11836	-0.11836	
727	0.12119	-0.12321	-0.12321	-0.12321	
728	0.12136	-0.12906	-0.12906	-0.12906	
729	0.12152	-0.13475	-0.13475	-0.13475	
730	0.12169	-0.13927	-0.13927	-0.13927	
731	0.12186	-0.14186	-0.14186	-0.14186	
732	0.12202	-0.14216	-0.14216	-0.14216	
733	0.12219	-0.14023	-0.14023	-0.14023	
734	0.12236	-0.13652	-0.13652	-0.13652	
735	0.12252	-0.13173	-0.13173	-0.13173	
736	0.12269	-0.12673	-0.12673	-0.12673	
737	0.12286	-0.12232	-0.12232	-0.12232	
738	0.12302	-0.11912	-0.11912	-0.11912	
739	0.12319	-0.11748	-0.11748	-0.11748	
740	0.12336	-0.11737	-0.11737	-0.11737	
741	0.12352	-0.11847	-0.11847	-0.11847	
742	0.12369	-0.12018	-0.12018	-0.12018	
743	0.12386	-0.1218	-0.1218	-0.1218	
744	0.12402	-0.12267	-0.12267	-0.12267	
745	0.12419	-0.12229	-0.12229	-0.12229	
746	0.12436	-0.12044	-0.12044	-0.12044	
747	0.12452	-0.11724	-0.11724	-0.11724	
748	0.12469	-0.11312	-0.11312	-0.11312	
749	0.12486	-0.10875	-0.10875	-0.10875	
750	0.12502	-0.10492	-0.10492	-0.10492	
751	0.12519	-0.10237	-0.10237	-0.10237	
752	0.12536	-0.10165	-0.10165	-0.10165	
753	0.12553	-0.10297	-0.10297	-0.10297	
754	0.12569	-0.10617	-0.10617	-0.10617	
755	0.12586	-0.11072	-0.11072	-0.11072	
756	0.12603	-0.11576	-0.11576	-0.11576	
757	0.12619	-0.12025	-0.12025	-0.12025	
758	0.12636	-0.12317	-0.12317	-0.12317	
759	0.12653	-0.12368	-0.12368	-0.12368	
760	0.12669	-0.12129	-0.12129	-0.12129	
761	0.12686	-0.11596	-0.11596	-0.11596	
762	0.12703	-0.10817	-0.10817	-0.10817	
763	0.12719	-9.8821e-002	-9.8821e-002	-9.8821e-002	
764	0.12736	-8.9156e-002	-8.9156e-002	-8.9156e-002	
765	0.12753	-8.0549e-002	-8.0549e-002	-8.0549e-002	
766	0.12769	-7.4291e-002	-7.4291e-002	-7.4291e-002	
767	0.12786	-7.1371e-002	-7.1371e-002	-7.1371e-002	
768	0.12803	-7.2304e-002	-7.2304e-002	-7.2304e-002	
769	0.12819	-7.702e-002	-7.702e-002	-7.702e-002	
770	0.12836	-8.4851e-002	-8.4851e-002	-8.4851e-002	
771	0.12853	-9.4607e-002	-9.4607e-002	-9.4607e-002	
772	0.12869	-0.10474	-0.10474	-0.10474	
773	0.12886	-0.11359	-0.11359	-0.11359	
774	0.12903	-0.11962	-0.11962	-0.11962	
775	0.12919	-0.12167	-0.12167	-0.12167	
776	0.12936	-0.11913	-0.11913	-0.11913	
777	0.12953	-0.11209	-0.11209	-0.11209	
778	0.12969	-0.10132	-0.10132	-0.10132	
779	0.12986	-8.8139e-002	-8.8139e-002	-8.8139e-002	
780	0.13003	-7.4291e-002	-7.4291e-002	-7.4291e-002	
781	0.13019	-6.1644e-002	-6.1644e-002	-6.1644e-002	
782	0.13036	-5.1925e-002	-5.1925e-002	-5.1925e-002	
783	0.13053	-4.6457e-002	-4.6457e-002	-4.6457e-002	
784	0.13069	-4.5956e-002	-4.5956e-002	-4.5956e-002	
785	0.13086	-5.0418e-002	-5.0418e-002	-5.0418e-002	
786	0.13103	-5.9107e-002	-5.9107e-002	-5.9107e-002	
787	0.13119	-7.0665e-002	-7.0665e-002	-7.0665e-002	
788	0.13136	-8.3305e-002	-8.3305e-002	-8.3305e-002	
789	0.13153	-9.5074e-002	-9.5074e-002	-9.5074e-002	
790	0.13169	-0.10414	-0.10414	-0.10414	
791	0.13186	-0.10907	-0.10907	-0.10907	
792	0.13203	-0.10901	-0.10901	-0.10901	
793	0.13219	-0.10386	-0.10386	-0.10386	
794	0.13236	-9.4209e-002	-9.4209e-002	-9.4209e-002	
795	0.13253	-8.1323e-002	-8.1323e-002	-8.1323e-002	
796	0.13269	-6.6897e-002	-6.6897e-002	-6.6897e-002	
797	0.13286	-5.283e-002	-5.283e-002	-5.283e-002	
798	0.13303	-4.094e-002	-4.094e-002	-4.094e-002	
799	0.13319	-3.2706e-002	-3.2706e-002	-3.2706e-002	
800	0.13336	-2.9061e-002	-2.9061e-002	-2.9061e-002	
801	0.13353	-3.0271e-002	-3.0271e-002	-3.0271e-002	
802	0.13369	-3.5914e-002	-3.5914e-002	-3.5914e-002	
803	0.13386	-4.4957e-002	-4.4957e-002	-4.4957e-002	
804	0.13403	-5.5919e-002	-5.5919e-002	-5.5919e-002	
805	0.13419	-6.7098e-002	-6.7098e-002	-6.7098e-002	
806	0.13436	-7.6818e-002	-7.6818e-002	-7.6818e-002	
807	0.13453	-8.3664e-002	-8.3664e-002	-8.3664e-002	
808	0.13469	-8.6669e-002	-8.6669e-002	-8.6669e-002	
809	0.13486	-8.5434e-002	-8.5434e-002	-8.5434e-002	
810	0.13503	-8.0157e-002	-8.0157e-002	-8.0157e-002	
811	0.13519	-7.1579e-002	-7.1579e-002	-7.1579e-002	
812	0.13536	-6.0855e-002	-6.0855e-002	-6.0855e-002	
813	0.13553	-4.9368e-002	-4.9368e-002	-4.9368e-002	
814	0.13569	-3.8531e-002	-3.8531e-002	-3.8531e-002	
815	0.13586	-2.9587e-002	-2.9587e-002	-2.9587e-002	
816	0.13603	-2.345e-002	-2.345e-002	-2.345e-002	
817	0.13619	-2.0602e-002	-2.0602e-002	-2.0602e-002	
818	0.13636	-2.1061e-002	-2.1061e-002	-2.1061e-002	
819	0.13653	-2.4409e-002	-2.4409e-002	-2.4409e-002	
820	0.13669	-2.9887e-002	-2.9887e-002	-2.9887e-002	
821	0.13686	-3.6522e-002	-3.6522e-002	-3.6522e-002	
822	0.13703	-4.328e-002	-4.328e-002	-4.328e-002	
823	0.13719	-4.92e-002	-4.92e-002	-4.92e-002	
824	0.13736	-5.3517e-002	-5.3517e-002	-5.3517e-002	
825	0.13753	-5.5736e-002	-5.5736e-002	-5.5736e-002	
826	0.13769	-5.5667e-002	-5.5667e-002	-5.5667e-002	
827	0.13786	-5.3406e-002	-5.3406e-002	-5.3406e-002	
828	0.13803	-4.9292e-002	-4.9292e-002	-4.9292e-002	
829	0.13819	-4.3826e-002	-4.3826e-002	-4.3826e-002	
830	0.13836	-3.7595e-002	-3.7595e-002	-3.7595e-002	
831	0.13853	-3.1187e-002	-3.1187e-002	-3.1187e-002	
832	0.13869	-2.5129e-002	-2.5129e-002	-2.5129e-002	
833	0.13886	-1.9845e-002	-1.9845e-002	-1.9845e-002	
834	0.13903	-1.5638e-002	-1.5638e-002	-1.5638e-002	
835	0.13919	-1.2684e-002	-1.2684e-002	-1.2684e-002	
836	0.13936	-1.1049e-002	-1.1049e-002	-1.1049e-002	
837	0.13953	-1.071e-002	-1.071e-002	-1.071e-002	
838	0.13969	-1.1563e-002	-1.1563e-002	-1.1563e-002	
839	0.13986	-1.3447e-002	-1.3447e-002	-1.3447e-002	
840	0.14003	-1.6143e-002	-1.6143e-002	-1.6143e-002	
841	0.14019	-1.9375e-002	-1.9375e-002	-1.9375e-002	
842	0.14036	-2.2813e-002	-2.2813e-002	-2.2813e-002	
843	0.14053	-2.608e-002	-2.608e-002	-2.608e-002	
844	0.14069	-2.8765e-002	-2.8765e-002	-2.8765e-002	
845	0.14086	-3.0453e-002	-3.0453e-002	-3.0453e-002	
846	0.14103	-3.077e-002	-3.077e-002	-3.077e-002	
847	0.14119	-2.9439e-002	-2.9439e-002	-2.9439e-002	
848	0.14136	-2.6326e-002	-2.6326e-002	-2.6326e-002	
849	0.14153	-2.1491e-002	-2.1491e-002	-2.1491e-002	
850	0.14169	-1.5215e-002	-1.5215e-002	-1.5215e-002	
851	0.14186	-7.992e-003	-7.992e-003	-7.992e-003	
852	0.14203	-4.9475e-004	-4.9475e-004	-4.9475e-004	
853	0.1422	6.4951e-003	6.4951e-003	6.4951e-003	
854	0.14236	1.2185e-002	1.2185e-002	1.2185e-002	
855	0.14253	1.5881e-002	1.5881e-002	1.5881e-002	
856	0.1427	1.71e-002	1.71e-002	1.71e-002	
857	0.14286	1.5657e-002	1.5657e-002	1.5657e-002	
858	0.14303	1.1718e-002	1.1718e-002	1.1718e-002	
859	0.1432	5.8086e-003	5.8086e-003	5.8086e-003	
860	0.14336	-1.2378e-003	-1.2378e-003	-1.2378e-003	
861	0.14353	-8.3763e-003	-8.3763e-003	-8.3763e-003	
862	0.1437	-1.4488e-002	-1.4488e-002	-1.4488e-002	
863	0.14386	-1.8539e-002	-1.8539e-002	-1.8539e-002	
864	0.14403	-1.9732e-002	-1.9732e-002	-1.9732e-002	
865	0.1442	-1.7637e-002	-1.7637e-002	-1.7637e-002	
866	0.14436	-1.2271e-002	-1.2271e-002	-1.2271e-002	
867	0.14453	-4.1158e-003	-4.1158e-003	-4.1158e-003	
868	0.1447	5.936e-003	5.936e-003	5.936e-003	
869	0.14486	1.6692e-002	1.6692e-002	1.6692e-002	
870	0.14503	2.6824e-002	2.6824e-002	2.6824e-002	
871	0.1452	3.506e-002	3.506e-002	3.506e-002	
872	0.14536	4.0365e-002	4.0365e-002	4.0365e-002	
873	0.14553	4.2104e-002	4.2104e-002	4.2104e-002	
874	0.1457	4.0137e-002	4.0137e-002	4.0137e-002	
875	0.14586	3.4853e-002	3.4853e-002	3.4853e-002	
876	0.14603	2.712e-002	2.712e-002	2.712e-002	
877	0.1462	1.8164e-002	1.8164e-002	1.8164e-002	
878	0.14636	9.3954e-003	9.3954e-003	9.3954e-003	
879	0.14653	2.2015e-003	2.2015e-003	2.2015e-003	
880	0.1467	-2.2531e-003	-2.2531e-003	-2.2531e-003	
881	0.14686	-3.1989e-003	-3.1989e-003	-3.1989e-003	
882	0.14703	-3.7326e-004	-3.7326e-004	-3.7326e-004	
883	0.1472	5.9431e-003	5.9431e-003	5.9431e-003	
884	0.14736	1.497e-002	1.497e-002	1.497e-002	
885	0.14753	2.5547e-002	2.5547e-002	2.5547e-002	
886	0.1477	3.6307e-002	3.6307e-002	3.6307e-002	
887	0.14786	4.5879e-002	4.5879e-002	4.5879e-002	
888	0.14803	5.3089e-002	5.3089e-002	5.3089e-002	
889	0.1482	5.7133e-002	5.7133e-002	5.7133e-002	
890	0.14836	5.7681e-002	5.7681e-002	5.7681e-002	
891	0.14853	5.4921e-002	5.4921e-002	5.4921e-002	
892	0.1487	4.9513e-002	4.9513e-002	4.9513e-002	
893	0.14886	4.2479e-002	4.2479e-002	4.2479e-002	
894	0.14903	3.5042e-002	3.5042e-002	3.5042e-002	
895	0.1492	2.8433e-002	2.8433e-002	2.8433e-002	
896	0.14936	2.371e-002	2.371e-002	2.371e-002	
897	0.14953	2.1606e-002	2.1606e-002	2.1606e-002	
898	0.1497	2.2432e-002	2.2432e-002	2.2432e-002	
899	0.14986	2.605e-002	2.605e-002	2.605e-002	
900	0.15003	3.1918e-002	3.1918e-002	3.1918e-002	
901	0.1502	3.9192e-002	3.9192e-002	3.9192e-002	
902	0.15036	4.6871e-002	4.6871e-002	4.6871e-002	
903	0.15053	5.3963e-002	5.3963e-002	5.3963e-002	
904	0.1507	5.9638e-002	5.9638e-002	5.9638e-002	
905	0.15086	6.3345e-002	6.3345e-002	6.3345e-002	
906	0.15103	6.4882e-002	6.4882e-002	6.4882e-002	
907	0.1512	6.44e-002	6.44e-002	6.44e-002	
908	0.15136	6.2352e-002	6.2352e-002	6.2352e-002	
909	0.15153	5.9396e-002	5.9396e-002	5.9396e-002	
910	0.1517	5.627e-002	5.627e-002	5.627e-002	
911	0.15186	5.3653e-002	5.3653e-002	5.3653e-002	
912	0.15203	5.2064e-002	5.2064e-002	5.2064e-002	
913	0.1522	5.1778e-002	5.1778e-002	5.1778e-002	
914	0.15236	5.2801e-002	5.2801e-002	5.2801e-002	
915	0.15253	5.4896e-002	5.4896e-002	5.4896e-002	
916	0.1527	5.765e-002	5.765e-002	5.765e-002	
917	0.15286	6.0568e-002	6.0568e-002	6.0568e-002	
918	0.15303	6.3185e-002	6.3185e-002	6.3185e-002	
919	0.1532	6.5161e-002	6.5161e-002	6.5161e-002	
920	0.15336	6.6347e-002	6.6347e-002	6.6347e-002	
921	0.15353	6.6809e-002	6.6809e-002	6.6809e-002	
922	0.1537	6.6809e-002	6.6809e-002	6.6809e-002	
923	0.15386	6.6741e-002	6.6741e-002	6.6741e-002	
924	0.15403	6.7038e-002	6.7038e-002	6.7038e-002	
925	0.1542	6.8073e-002	6.8073e-002	6.8073e-002	
926	0.15436	7.0062e-002	7.0062e-002	7.0062e-002	
