	Time [s]	Minimum [mm]	Maximum [mm]	Average [mm]	
38	6.3345e-003	0.25885	0.25885	0.25885	
39	6.5012e-003	0.27647	0.27647	0.27647	
40	6.6679e-003	0.27763	0.27763	0.27763	
41	6.8346e-003	0.26545	0.26545	0.26545	
42	7.0013e-003	0.24341	0.24341	0.24341	
43	7.168e-003	0.21361	0.21361	0.21361	
44	7.3347e-003	0.18095	0.18095	0.18095	
45	7.5014e-003	0.15341	0.15341	0.15341	
46	7.6681e-003	0.13643	0.13643	0.13643	
47	7.8348e-003	0.13059	0.13059	0.13059	
48	8.0015e-003	0.13548	0.13548	0.13548	
49	8.1682e-003	0.15161	0.15161	0.15161	
50	8.3349e-003	0.17677	0.17677	0.17677	
51	8.5016e-003	0.20444	0.20444	0.20444	
52	8.6683e-003	0.22793	0.22793	0.22793	
53	8.835e-003	0.24389	0.24389	0.24389	
54	9.0017e-003	0.25055	0.25055	0.25055	
55	9.1684e-003	0.24598	0.24598	0.24598	
56	9.3351e-003	0.23004	0.23004	0.23004	
57	9.5018e-003	0.20606	0.20606	0.20606	
58	9.6685e-003	0.17893	0.17893	0.17893	
59	9.8352e-003	0.15316	0.15316	0.15316	
60	1.0002e-002	0.13327	0.13327	0.13327	
61	1.0169e-002	0.12376	0.12376	0.12376	
62	1.0335e-002	0.12706	0.12706	0.12706	
63	1.0502e-002	0.14226	0.14226	0.14226	
64	1.0669e-002	0.16644	0.16644	0.16644	
65	1.0835e-002	0.19589	0.19589	0.19589	
66	1.1002e-002	0.22572	0.22572	0.22572	
67	1.1169e-002	0.25019	0.25019	0.25019	
68	1.1336e-002	0.26448	0.26448	0.26448	
69	1.1502e-002	0.26612	0.26612	0.26612	
70	1.1669e-002	0.2545	0.2545	0.2545	
71	1.1836e-002	0.23058	0.23058	0.23058	
72	1.2002e-002	0.19757	0.19757	0.19757	
73	1.2169e-002	0.16097	0.16097	0.16097	
74	1.2336e-002	0.12709	0.12709	0.12709	
75	1.2502e-002	0.10152	0.10152	0.10152	
76	1.2669e-002	8.8576e-002	8.8576e-002	8.8576e-002	
77	1.2836e-002	9.0928e-002	9.0928e-002	9.0928e-002	
78	1.3003e-002	0.10859	0.10859	0.10859	
79	1.3169e-002	0.1387	0.1387	0.1387	
80	1.3336e-002	0.17653	0.17653	0.17653	
81	1.3503e-002	0.21646	0.21646	0.21646	
82	1.3669e-002	0.25215	0.25215	0.25215	
83	1.3836e-002	0.27726	0.27726	0.27726	
84	1.4003e-002	0.28724	0.28724	0.28724	
85	1.4169e-002	0.28056	0.28056	0.28056	
86	1.4336e-002	0.25837	0.25837	0.25837	
87	1.4503e-002	0.22362	0.22362	0.22362	
88	1.467e-002	0.18107	0.18107	0.18107	
89	1.4836e-002	0.13721	0.13721	0.13721	
90	1.5003e-002	9.917e-002	9.917e-002	9.917e-002	
91	1.517e-002	7.3018e-002	7.3018e-002	7.3018e-002	
92	1.5336e-002	6.2761e-002	6.2761e-002	6.2761e-002	
93	1.5503e-002	6.9969e-002	6.9969e-002	6.9969e-002	
94	1.567e-002	9.3487e-002	9.3487e-002	9.3487e-002	
95	1.5836e-002	0.12945	0.12945	0.12945	
96	1.6003e-002	0.17207	0.17207	0.17207	
97	1.617e-002	0.21474	0.21474	0.21474	
98	1.6337e-002	0.25099	0.25099	0.25099	
99	1.6503e-002	0.27519	0.27519	0.27519	
100	1.667e-002	0.28348	0.28348	0.28348	
101	1.6837e-002	0.27453	0.27453	0.27453	
102	1.7003e-002	0.24985	0.24985	0.24985	
103	1.717e-002	0.21331	0.21331	0.21331	
104	1.7337e-002	0.17063	0.17063	0.17063	
105	1.7503e-002	0.12847	0.12847	0.12847	
106	1.767e-002	9.3324e-002	9.3324e-002	9.3324e-002	
107	1.7837e-002	7.0355e-002	7.0355e-002	7.0355e-002	
108	1.8004e-002	6.267e-002	6.267e-002	6.267e-002	
109	1.817e-002	7.1022e-002	7.1022e-002	7.1022e-002	
110	1.8337e-002	9.3691e-002	9.3691e-002	9.3691e-002	
111	1.8504e-002	0.12668	0.12668	0.12668	
112	1.867e-002	0.16442	0.16442	0.16442	
113	1.8837e-002	0.20085	0.20085	0.20085	
114	1.9004e-002	0.23032	0.23032	0.23032	
115	1.917e-002	0.24842	0.24842	0.24842	
116	1.9337e-002	0.25257	0.25257	0.25257	
117	1.9504e-002	0.24248	0.24248	0.24248	
118	1.9671e-002	0.22016	0.22016	0.22016	
119	1.9837e-002	0.18942	0.18942	0.18942	
120	2.0004e-002	0.15533	0.15533	0.15533	
121	2.0171e-002	0.12334	0.12334	0.12334	
122	2.0337e-002	9.845e-002	9.845e-002	9.845e-002	
123	2.0504e-002	8.4279e-002	8.4279e-002	8.4279e-002	
124	2.0671e-002	8.249e-002	8.249e-002	8.249e-002	
125	2.0837e-002	9.2589e-002	9.2589e-002	9.2589e-002	
126	2.1004e-002	0.11214	0.11214	0.11214	
127	2.1171e-002	0.13733	0.13733	0.13733	
128	2.1338e-002	0.1637	0.1637	0.1637	
129	2.1504e-002	0.18682	0.18682	0.18682	
130	2.1671e-002	0.20295	0.20295	0.20295	
131	2.1838e-002	0.2095	0.2095	0.2095	
132	2.2004e-002	0.20558	0.20558	0.20558	
133	2.2171e-002	0.1923	0.1923	0.1923	
134	2.2338e-002	0.17241	0.17241	0.17241	
135	2.2504e-002	0.1497	0.1497	0.1497	
136	2.2671e-002	0.12814	0.12814	0.12814	
137	2.2838e-002	0.11134	0.11134	0.11134	
138	2.3005e-002	0.10198	0.10198	0.10198	
139	2.3171e-002	0.10133	0.10133	0.10133	
140	2.3338e-002	0.10902	0.10902	0.10902	
141	2.3505e-002	0.12314	0.12314	0.12314	
142	2.3671e-002	0.14068	0.14068	0.14068	
143	2.3838e-002	0.15811	0.15811	0.15811	
144	2.4005e-002	0.17198	0.17198	0.17198	
145	2.4171e-002	0.17959	0.17959	0.17959	
146	2.4338e-002	0.17941	0.17941	0.17941	
147	2.4505e-002	0.17135	0.17135	0.17135	
148	2.4672e-002	0.15674	0.15674	0.15674	
149	2.4838e-002	0.13818	0.13818	0.13818	
150	2.5005e-002	0.11904	0.11904	0.11904	
151	2.5172e-002	0.10286	0.10286	0.10286	
152	2.5338e-002	9.268e-002	9.268e-002	9.268e-002	
153	2.5505e-002	9.0467e-002	9.0467e-002	9.0467e-002	
154	2.5672e-002	9.6687e-002	9.6687e-002	9.6687e-002	
155	2.5838e-002	0.11022	0.11022	0.11022	
156	2.6005e-002	0.12857	0.12857	0.12857	
157	2.6172e-002	0.14834	0.14834	0.14834	
158	2.6339e-002	0.16587	0.16587	0.16587	
159	2.6505e-002	0.17783	0.17783	0.17783	
160	2.6672e-002	0.18174	0.18174	0.18174	
161	2.6839e-002	0.17647	0.17647	0.17647	
162	2.7005e-002	0.16241	0.16241	0.16241	
163	2.7172e-002	0.1415	0.1415	0.1415	
164	2.7339e-002	0.11701	0.11701	0.11701	
165	2.7505e-002	9.2923e-002	9.2923e-002	9.2923e-002	
166	2.7672e-002	7.3296e-002	7.3296e-002	7.3296e-002	
167	2.7839e-002	6.1469e-002	6.1469e-002	6.1469e-002	
168	2.8006e-002	5.9497e-002	5.9497e-002	5.9497e-002	
169	2.8172e-002	6.7804e-002	6.7804e-002	6.7804e-002	
170	2.8339e-002	8.5122e-002	8.5122e-002	8.5122e-002	
171	2.8506e-002	0.10866	0.10866	0.10866	
172	2.8672e-002	0.13453	0.13453	0.13453	
173	2.8839e-002	0.15835	0.15835	0.15835	
174	2.9006e-002	0.17603	0.17603	0.17603	
175	2.9172e-002	0.18442	0.18442	0.18442	
176	2.9339e-002	0.18185	0.18185	0.18185	
177	2.9506e-002	0.16843	0.16843	0.16843	
178	2.9673e-002	0.14602	0.14602	0.14602	
179	2.9839e-002	0.11796	0.11796	0.11796	
180	3.0006e-002	8.8564e-002	8.8564e-002	8.8564e-002	
181	3.0173e-002	6.2432e-002	6.2432e-002	6.2432e-002	
182	3.0339e-002	4.3709e-002	4.3709e-002	4.3709e-002	
183	3.0506e-002	3.5348e-002	3.5348e-002	3.5348e-002	
184	3.0673e-002	3.8582e-002	3.8582e-002	3.8582e-002	
185	3.0839e-002	5.2719e-002	5.2719e-002	5.2719e-002	
186	3.1006e-002	7.5291e-002	7.5291e-002	7.5291e-002	
187	3.1173e-002	0.1025	0.1025	0.1025	
188	3.134e-002	0.12985	0.12985	0.12985	
189	3.1506e-002	0.15284	0.15284	0.15284	
190	3.1673e-002	0.1677	0.1677	0.1677	
191	3.184e-002	0.17192	0.17192	0.17192	
192	3.2006e-002	0.1647	0.1647	0.1647	
193	3.2173e-002	0.14714	0.14714	0.14714	
194	3.234e-002	0.12197	0.12197	0.12197	
195	3.2506e-002	9.3214e-002	9.3214e-002	9.3214e-002	
196	3.2673e-002	6.542e-002	6.542e-002	6.542e-002	
197	3.284e-002	4.2949e-002	4.2949e-002	4.2949e-002	
198	3.3007e-002	2.9232e-002	2.9232e-002	2.9232e-002	
199	3.3173e-002	2.6205e-002	2.6205e-002	2.6205e-002	
200	3.334e-002	3.402e-002	3.402e-002	3.402e-002	
201	3.3507e-002	5.1047e-002	5.1047e-002	5.1047e-002	
202	3.3673e-002	7.4181e-002	7.4181e-002	7.4181e-002	
203	3.384e-002	9.9361e-002	9.9361e-002	9.9361e-002	
204	3.4007e-002	0.12224	0.12224	0.12224	
205	3.4173e-002	0.1389	0.1389	0.1389	
206	3.434e-002	0.14652	0.14652	0.14652	
207	3.4507e-002	0.14381	0.14381	0.14381	
208	3.4674e-002	0.13124	0.13124	0.13124	
209	3.484e-002	0.11091	0.11091	0.11091	
210	3.5007e-002	8.6199e-002	8.6199e-002	8.6199e-002	
211	3.5174e-002	6.1193e-002	6.1193e-002	6.1193e-002	
212	3.534e-002	4.0004e-002	4.0004e-002	4.0004e-002	
213	3.5507e-002	2.6056e-002	2.6056e-002	2.6056e-002	
214	3.5674e-002	2.1484e-002	2.1484e-002	2.1484e-002	
215	3.584e-002	2.6763e-002	2.6763e-002	2.6763e-002	
216	3.6007e-002	4.066e-002	4.066e-002	4.066e-002	
217	3.6174e-002	6.0485e-002	6.0485e-002	6.0485e-002	
218	3.6341e-002	8.2584e-002	8.2584e-002	8.2584e-002	
219	3.6507e-002	0.10296	0.10296	0.10296	
220	3.6674e-002	0.11793	0.11793	0.11793	
221	3.6841e-002	0.12472	0.12472	0.12472	
222	3.7007e-002	0.12194	0.12194	0.12194	
223	3.7174e-002	0.10985	0.10985	0.10985	
224	3.7341e-002	9.033e-002	9.033e-002	9.033e-002	
225	3.7507e-002	6.6581e-002	6.6581e-002	6.6581e-002	
226	3.7674e-002	4.2569e-002	4.2569e-002	4.2569e-002	
227	3.7841e-002	2.2327e-002	2.2327e-002	2.2327e-002	
228	3.8008e-002	9.2527e-003	9.2527e-003	9.2527e-003	
229	3.8174e-002	5.5174e-003	5.5174e-003	5.5174e-003	
230	3.8341e-002	1.1696e-002	1.1696e-002	1.1696e-002	
231	3.8508e-002	2.6667e-002	2.6667e-002	2.6667e-002	
232	3.8674e-002	4.7793e-002	4.7793e-002	4.7793e-002	
233	3.8841e-002	7.1356e-002	7.1356e-002	7.1356e-002	
234	3.9008e-002	9.3185e-002	9.3185e-002	9.3185e-002	
235	3.9174e-002	0.10935	0.10935	0.10935	
236	3.9341e-002	0.11681	0.11681	0.11681	
237	3.9508e-002	0.11398	0.11398	0.11398	
238	3.9675e-002	0.10093	0.10093	0.10093	
239	3.9841e-002	7.9485e-002	7.9485e-002	7.9485e-002	
240	4.0008e-002	5.2882e-002	5.2882e-002	5.2882e-002	
241	4.0175e-002	2.5283e-002	2.5283e-002	2.5283e-002	
242	4.0341e-002	1.09e-003	1.09e-003	1.09e-003	
243	4.0508e-002	-1.5794e-002	-1.5794e-002	-1.5794e-002	
244	4.0675e-002	-2.2627e-002	-2.2627e-002	-2.2627e-002	
245	4.0841e-002	-1.8299e-002	-1.8299e-002	-1.8299e-002	
246	4.1008e-002	-3.5295e-003	-3.5295e-003	-3.5295e-003	
247	4.1175e-002	1.9246e-002	1.9246e-002	1.9246e-002	
248	4.1342e-002	4.6278e-002	4.6278e-002	4.6278e-002	
249	4.1508e-002	7.3103e-002	7.3103e-002	7.3103e-002	
250	4.1675e-002	9.5252e-002	9.5252e-002	9.5252e-002	
251	4.1842e-002	0.10896	0.10896	0.10896	
252	4.2008e-002	0.11175	0.11175	0.11175	
253	4.2175e-002	0.10289	0.10289	0.10289	
254	4.2342e-002	8.3483e-002	8.3483e-002	8.3483e-002	
255	4.2508e-002	5.6356e-002	5.6356e-002	5.6356e-002	
256	4.2675e-002	2.5598e-002	2.5598e-002	2.5598e-002	
257	4.2842e-002	-4.1033e-003	-4.1033e-003	-4.1033e-003	
258	4.3009e-002	-2.8231e-002	-2.8231e-002	-2.8231e-002	
259	4.3175e-002	-4.3167e-002	-4.3167e-002	-4.3167e-002	
260	4.3342e-002	-4.6759e-002	-4.6759e-002	-4.6759e-002	
261	4.3509e-002	-3.8648e-002	-3.8648e-002	-3.8648e-002	
262	4.3675e-002	-2.0308e-002	-2.0308e-002	-2.0308e-002	
263	4.3842e-002	5.1963e-003	5.1963e-003	5.1963e-003	
264	4.4009e-002	3.3703e-002	3.3703e-002	3.3703e-002	
265	4.4175e-002	6.0611e-002	6.0611e-002	6.0611e-002	
266	4.4342e-002	8.161e-002	8.161e-002	8.161e-002	
267	4.4509e-002	9.3353e-002	9.3353e-002	9.3353e-002	
268	4.4676e-002	9.3967e-002	9.3967e-002	9.3967e-002	
269	4.4842e-002	8.333e-002	8.333e-002	8.333e-002	
270	4.5009e-002	6.3073e-002	6.3073e-002	6.3073e-002	
271	4.5176e-002	3.6306e-002	3.6306e-002	3.6306e-002	
272	4.5342e-002	7.1127e-003	7.1127e-003	7.1127e-003	
273	4.5509e-002	-2.0119e-002	-2.0119e-002	-2.0119e-002	
274	4.5676e-002	-4.14e-002	-4.14e-002	-4.14e-002	
275	4.5842e-002	-5.377e-002	-5.377e-002	-5.377e-002	
276	4.6009e-002	-5.574e-002	-5.574e-002	-5.574e-002	
277	4.6176e-002	-4.7484e-002	-4.7484e-002	-4.7484e-002	
278	4.6343e-002	-3.0757e-002	-3.0757e-002	-3.0757e-002	
279	4.6509e-002	-8.5747e-003	-8.5747e-003	-8.5747e-003	
280	4.6676e-002	1.5298e-002	1.5298e-002	1.5298e-002	
281	4.6843e-002	3.6948e-002	3.6948e-002	3.6948e-002	
282	4.7009e-002	5.2933e-002	5.2933e-002	5.2933e-002	
283	4.7176e-002	6.0815e-002	6.0815e-002	6.0815e-002	
284	4.7343e-002	5.9523e-002	5.9523e-002	5.9523e-002	
285	4.7509e-002	4.9486e-002	4.9486e-002	4.9486e-002	
286	4.7676e-002	3.2521e-002	3.2521e-002	3.2521e-002	
287	4.7843e-002	1.1478e-002	1.1478e-002	1.1478e-002	
288	4.801e-002	-1.0271e-002	-1.0271e-002	-1.0271e-002	
289	4.8176e-002	-2.941e-002	-2.941e-002	-2.941e-002	
290	4.8343e-002	-4.3217e-002	-4.3217e-002	-4.3217e-002	
291	4.851e-002	-4.9978e-002	-4.9978e-002	-4.9978e-002	
292	4.8676e-002	-4.9211e-002	-4.9211e-002	-4.9211e-002	
293	4.8843e-002	-4.1688e-002	-4.1688e-002	-4.1688e-002	
294	4.901e-002	-2.9247e-002	-2.9247e-002	-2.9247e-002	
295	4.9176e-002	-1.4444e-002	-1.4444e-002	-1.4444e-002	
296	4.9343e-002	-9.2306e-005	-9.2306e-005	-9.2306e-005	
297	4.951e-002	1.1222e-002	1.1222e-002	1.1222e-002	
298	4.9677e-002	1.7573e-002	1.7573e-002	1.7573e-002	
299	4.9843e-002	1.8001e-002	1.8001e-002	1.8001e-002	
300	5.001e-002	1.2638e-002	1.2638e-002	1.2638e-002	
301	5.0177e-002	2.641e-003	2.641e-003	2.641e-003	
302	5.0343e-002	-1.0049e-002	-1.0049e-002	-1.0049e-002	
303	5.051e-002	-2.309e-002	-2.309e-002	-2.309e-002	
304	5.0677e-002	-3.4187e-002	-3.4187e-002	-3.4187e-002	
305	5.0843e-002	-4.1513e-002	-4.1513e-002	-4.1513e-002	
306	5.101e-002	-4.4038e-002	-4.4038e-002	-4.4038e-002	
307	5.1177e-002	-4.1691e-002	-4.1691e-002	-4.1691e-002	
308	5.1344e-002	-3.5347e-002	-3.5347e-002	-3.5347e-002	
309	5.151e-002	-2.663e-002	-2.663e-002	-2.663e-002	
310	5.1677e-002	-1.76e-002	-1.76e-002	-1.76e-002	
311	5.1844e-002	-1.0362e-002	-1.0362e-002	-1.0362e-002	
312	5.201e-002	-6.6763e-003	-6.6763e-003	-6.6763e-003	
313	5.2177e-002	-7.6216e-003	-7.6216e-003	-7.6216e-003	
314	5.2344e-002	-1.338e-002	-1.338e-002	-1.338e-002	
315	5.251e-002	-2.3181e-002	-2.3181e-002	-2.3181e-002	
316	5.2677e-002	-3.5432e-002	-3.5432e-002	-3.5432e-002	
317	5.2844e-002	-4.7997e-002	-4.7997e-002	-4.7997e-002	
318	5.3011e-002	-5.8604e-002	-5.8604e-002	-5.8604e-002	
319	5.3177e-002	-6.5263e-002	-6.5263e-002	-6.5263e-002	
320	5.3344e-002	-6.6654e-002	-6.6654e-002	-6.6654e-002	
321	5.3511e-002	-6.2384e-002	-6.2384e-002	-6.2384e-002	
322	5.3677e-002	-5.3087e-002	-5.3087e-002	-5.3087e-002	
323	5.3844e-002	-4.0337e-002	-4.0337e-002	-4.0337e-002	
324	5.4011e-002	-2.6406e-002	-2.6406e-002	-2.6406e-002	
325	5.4177e-002	-1.3885e-002	-1.3885e-002	-1.3885e-002	
326	5.4344e-002	-5.2477e-003	-5.2477e-003	-5.2477e-003	
327	5.4511e-002	-2.4146e-003	-2.4146e-003	-2.4146e-003	
328	5.4678e-002	-6.3998e-003	-6.3998e-003	-6.3998e-003	
329	5.4844e-002	-1.7099e-002	-1.7099e-002	-1.7099e-002	
330	5.5011e-002	-3.326e-002	-3.326e-002	-3.326e-002	
331	5.5178e-002	-5.2654e-002	-5.2654e-002	-5.2654e-002	
332	5.5344e-002	-7.241e-002	-7.241e-002	-7.241e-002	
333	5.5511e-002	-8.9481e-002	-8.9481e-002	-8.9481e-002	
334	5.5678e-002	-0.10115	-0.10115	-0.10115	
335	5.5844e-002	-0.10548	-0.10548	-0.10548	
336	5.6011e-002	-0.10169	-0.10169	-0.10169	
337	5.6178e-002	-9.0277e-002	-9.0277e-002	-9.0277e-002	
338	5.6345e-002	-7.2963e-002	-7.2963e-002	-7.2963e-002	
339	5.6511e-002	-5.2461e-002	-5.2461e-002	-5.2461e-002	
340	5.6678e-002	-3.2042e-002	-3.2042e-002	-3.2042e-002	
341	5.6845e-002	-1.5031e-002	-1.5031e-002	-1.5031e-002	
342	5.7011e-002	-4.2908e-003	-4.2908e-003	-4.2908e-003	
343	5.7178e-002	-1.763e-003	-1.763e-003	-1.763e-003	
344	5.7345e-002	-8.1505e-003	-8.1505e-003	-8.1505e-003	
345	5.7511e-002	-2.2784e-002	-2.2784e-002	-2.2784e-002	
346	5.7678e-002	-4.3708e-002	-4.3708e-002	-4.3708e-002	
347	5.7845e-002	-6.7972e-002	-6.7972e-002	-6.7972e-002	
348	5.8012e-002	-9.2088e-002	-9.2088e-002	-9.2088e-002	
349	5.8178e-002	-0.11258	-0.11258	-0.11258	
350	5.8345e-002	-0.12651	-0.12651	-0.12651	
351	5.8512e-002	-0.13195	-0.13195	-0.13195	
352	5.8678e-002	-0.12827	-0.12827	-0.12827	
353	5.8845e-002	-0.1162	-0.1162	-0.1162	
354	5.9012e-002	-9.7721e-002	-9.7721e-002	-9.7721e-002	
355	5.9178e-002	-7.5782e-002	-7.5782e-002	-7.5782e-002	
356	5.9345e-002	-5.3802e-002	-5.3802e-002	-5.3802e-002	
357	5.9512e-002	-3.5169e-002	-3.5169e-002	-3.5169e-002	
358	5.9679e-002	-2.2724e-002	-2.2724e-002	-2.2724e-002	
359	5.9845e-002	-1.8335e-002	-1.8335e-002	-1.8335e-002	
360	6.0012e-002	-2.2633e-002	-2.2633e-002	-2.2633e-002	
361	6.0179e-002	-3.4936e-002	-3.4936e-002	-3.4936e-002	
362	6.0345e-002	-5.3386e-002	-5.3386e-002	-5.3386e-002	
363	6.0512e-002	-7.5259e-002	-7.5259e-002	-7.5259e-002	
364	6.0679e-002	-9.7409e-002	-9.7409e-002	-9.7409e-002	
365	6.0845e-002	-0.11676	-0.11676	-0.11676	
366	6.1012e-002	-0.13076	-0.13076	-0.13076	
367	6.1179e-002	-0.13776	-0.13776	-0.13776	
368	6.1346e-002	-0.13721	-0.13721	-0.13721	
369	6.1512e-002	-0.12969	-0.12969	-0.12969	
370	6.1679e-002	-0.11679	-0.11679	-0.11679	
371	6.1846e-002	-0.10077	-0.10077	-0.10077	
372	6.2012e-002	-8.4257e-002	-8.4257e-002	-8.4257e-002	
373	6.2179e-002	-6.9784e-002	-6.9784e-002	-6.9784e-002	
374	6.2346e-002	-5.9429e-002	-5.9429e-002	-5.9429e-002	
375	6.2512e-002	-5.4524e-002	-5.4524e-002	-5.4524e-002	
376	6.2679e-002	-5.5492e-002	-5.5492e-002	-5.5492e-002	
377	6.2846e-002	-6.1847e-002	-6.1847e-002	-6.1847e-002	
378	6.3013e-002	-7.2337e-002	-7.2337e-002	-7.2337e-002	
379	6.3179e-002	-8.5204e-002	-8.5204e-002	-8.5204e-002	
380	6.3346e-002	-9.8503e-002	-9.8503e-002	-9.8503e-002	
381	6.3513e-002	-0.11043	-0.11043	-0.11043	
382	6.3679e-002	-0.1196	-0.1196	-0.1196	
383	6.3846e-002	-0.12519	-0.12519	-0.12519	
384	6.4013e-002	-0.12705	-0.12705	-0.12705	
385	6.4179e-002	-0.12563	-0.12563	-0.12563	
386	6.4346e-002	-0.12183	-0.12183	-0.12183	
387	6.4513e-002	-0.11678	-0.11678	-0.11678	
388	6.468e-002	-0.11162	-0.11162	-0.11162	
389	6.4846e-002	-0.1073	-0.1073	-0.1073	
390	6.5013e-002	-0.10441	-0.10441	-0.10441	
391	6.518e-002	-0.10311	-0.10311	-0.10311	
392	6.5346e-002	-0.10317	-0.10317	-0.10317	
393	6.5513e-002	-0.10409	-0.10409	-0.10409	
394	6.568e-002	-0.10526	-0.10526	-0.10526	
395	6.5846e-002	-0.10613	-0.10613	-0.10613	
396	6.6013e-002	-0.10638	-0.10638	-0.10638	
397	6.618e-002	-0.10601	-0.10601	-0.10601	
398	6.6347e-002	-0.10535	-0.10535	-0.10535	
399	6.6513e-002	-0.105	-0.105	-0.105	
400	6.668e-002	-0.10566	-0.10566	-0.10566	
401	6.6847e-002	-0.10797	-0.10797	-0.10797	
402	6.7013e-002	-0.11236	-0.11236	-0.11236	
403	6.718e-002	-0.11882	-0.11882	-0.11882	
404	6.7347e-002	-0.12693	-0.12693	-0.12693	
405	6.7513e-002	-0.13578	-0.13578	-0.13578	
406	6.768e-002	-0.14414	-0.14414	-0.14414	
407	6.7847e-002	-0.15062	-0.15062	-0.15062	
408	6.8014e-002	-0.15392	-0.15392	-0.15392	
409	6.818e-002	-0.15311	-0.15311	-0.15311	
410	6.8347e-002	-0.14786	-0.14786	-0.14786	
411	6.8514e-002	-0.13855	-0.13855	-0.13855	
412	6.868e-002	-0.1263	-0.1263	-0.1263	
413	6.8847e-002	-0.11285	-0.11285	-0.11285	
414	6.9014e-002	-0.10032	-0.10032	-0.10032	
415	6.918e-002	-9.0883e-002	-9.0883e-002	-9.0883e-002	
416	6.9347e-002	-8.6414e-002	-8.6414e-002	-8.6414e-002	
417	6.9514e-002	-8.8151e-002	-8.8151e-002	-8.8151e-002	
418	6.9681e-002	-9.6449e-002	-9.6449e-002	-9.6449e-002	
419	6.9847e-002	-0.11066	-0.11066	-0.11066	
420	7.0014e-002	-0.12915	-0.12915	-0.12915	
421	7.0181e-002	-0.14954	-0.14954	-0.14954	
422	7.0347e-002	-0.16897	-0.16897	-0.16897	
423	7.0514e-002	-0.18458	-0.18458	-0.18458	
424	7.0681e-002	-0.19394	-0.19394	-0.19394	
425	7.0847e-002	-0.19547	-0.19547	-0.19547	
426	7.1014e-002	-0.18869	-0.18869	-0.18869	
427	7.1181e-002	-0.17438	-0.17438	-0.17438	
428	7.1348e-002	-0.15451	-0.15451	-0.15451	
429	7.1514e-002	-0.13194	-0.13194	-0.13194	
430	7.1681e-002	-0.11006	-0.11006	-0.11006	
431	7.1848e-002	-9.2241e-002	-9.2241e-002	-9.2241e-002	
432	7.2014e-002	-8.1364e-002	-8.1364e-002	-8.1364e-002	
433	7.2181e-002	-7.933e-002	-7.933e-002	-7.933e-002	
434	7.2348e-002	-8.6763e-002	-8.6763e-002	-8.6763e-002	
435	7.2514e-002	-0.10288	-0.10288	-0.10288	
436	7.2681e-002	-0.12559	-0.12559	-0.12559	
437	7.2848e-002	-0.15174	-0.15174	-0.15174	
438	7.3015e-002	-0.17764	-0.17764	-0.17764	
439	7.3181e-002	-0.19958	-0.19958	-0.19958	
440	7.3348e-002	-0.21438	-0.21438	-0.21438	
441	7.3515e-002	-0.21991	-0.21991	-0.21991	
442	7.3681e-002	-0.21544	-0.21544	-0.21544	
443	7.3848e-002	-0.20169	-0.20169	-0.20169	
444	7.4015e-002	-0.18079	-0.18079	-0.18079	
445	7.4181e-002	-0.15593	-0.15593	-0.15593	
446	7.4348e-002	-0.13087	-0.13087	-0.13087	
447	7.4515e-002	-0.1094	-0.1094	-0.1094	
448	7.4682e-002	-9.4752e-002	-9.4752e-002	-9.4752e-002	
449	7.4848e-002	-8.9127e-002	-8.9127e-002	-8.9127e-002	
