	Time [s]	Minimum [mm]	Maximum [mm]	Average [mm]	
457	7.6182e-002	-0.20346	-0.20346	-0.20346	
458	7.6349e-002	-0.2	-0.2	-0.2	
459	7.6515e-002	-0.18801	-0.18801	-0.18801	
460	7.6682e-002	-0.16936	-0.16936	-0.16936	
461	7.6849e-002	-0.14687	-0.14687	-0.14687	
462	7.7015e-002	-0.12384	-0.12384	-0.12384	
463	7.7182e-002	-0.10354	-0.10354	-0.10354	
464	7.7349e-002	-8.871e-002	-8.871e-002	-8.871e-002	
465	7.7515e-002	-8.1151e-002	-8.1151e-002	-8.1151e-002	
466	7.7682e-002	-8.1478e-002	-8.1478e-002	-8.1478e-002	
467	7.7849e-002	-8.9066e-002	-8.9066e-002	-8.9066e-002	
468	7.8016e-002	-0.10219	-0.10219	-0.10219	
469	7.8182e-002	-0.11835	-0.11835	-0.11835	
470	7.8349e-002	-0.13468	-0.13468	-0.13468	
471	7.8516e-002	-0.14846	-0.14846	-0.14846	
472	7.8682e-002	-0.15747	-0.15747	-0.15747	
473	7.8849e-002	-0.16042	-0.16042	-0.16042	
474	7.9016e-002	-0.15702	-0.15702	-0.15702	
475	7.9182e-002	-0.14802	-0.14802	-0.14802	
476	7.9349e-002	-0.13504	-0.13504	-0.13504	
477	7.9516e-002	-0.12025	-0.12025	-0.12025	
478	7.9683e-002	-0.10598	-0.10598	-0.10598	
479	7.9849e-002	-9.4337e-002	-9.4337e-002	-9.4337e-002	
480	8.0016e-002	-8.6835e-002	-8.6835e-002	-8.6835e-002	
481	8.0183e-002	-8.419e-002	-8.419e-002	-8.419e-002	
482	8.0349e-002	-8.6223e-002	-8.6223e-002	-8.6223e-002	
483	8.0516e-002	-9.1933e-002	-9.1933e-002	-9.1933e-002	
484	8.0683e-002	-9.9717e-002	-9.9717e-002	-9.9717e-002	
485	8.0849e-002	-0.10769	-0.10769	-0.10769	
486	8.1016e-002	-0.11402	-0.11402	-0.11402	
487	8.1183e-002	-0.1173	-0.1173	-0.1173	
488	8.135e-002	-0.11675	-0.11675	-0.11675	
489	8.1516e-002	-0.11239	-0.11239	-0.11239	
490	8.1683e-002	-0.10496	-0.10496	-0.10496	
491	8.185e-002	-9.5803e-002	-9.5803e-002	-9.5803e-002	
492	8.2016e-002	-8.6591e-002	-8.6591e-002	-8.6591e-002	
493	8.2183e-002	-7.8992e-002	-7.8992e-002	-7.8992e-002	
494	8.235e-002	-7.4352e-002	-7.4352e-002	-7.4352e-002	
495	8.2516e-002	-7.3437e-002	-7.3437e-002	-7.3437e-002	
496	8.2683e-002	-7.6272e-002	-7.6272e-002	-7.6272e-002	
497	8.285e-002	-8.2123e-002	-8.2123e-002	-8.2123e-002	
498	8.3017e-002	-8.9624e-002	-8.9624e-002	-8.9624e-002	
499	8.3183e-002	-9.7016e-002	-9.7016e-002	-9.7016e-002	
500	8.335e-002	-0.10247	-0.10247	-0.10247	
501	8.3517e-002	-0.10445	-0.10445	-0.10445	
502	8.3683e-002	-0.10199	-0.10199	-0.10199	
503	8.385e-002	-9.4896e-002	-9.4896e-002	-9.4896e-002	
504	8.4017e-002	-8.384e-002	-8.384e-002	-8.384e-002	
505	8.4183e-002	-7.0254e-002	-7.0254e-002	-7.0254e-002	
506	8.435e-002	-5.6111e-002	-5.6111e-002	-5.6111e-002	
507	8.4517e-002	-4.3601e-002	-4.3601e-002	-4.3601e-002	
508	8.4684e-002	-3.4755e-002	-3.4755e-002	-3.4755e-002	
509	8.485e-002	-3.1078e-002	-3.1078e-002	-3.1078e-002	
510	8.5017e-002	-3.3264e-002	-3.3264e-002	-3.3264e-002	
511	8.5184e-002	-4.1043e-002	-4.1043e-002	-4.1043e-002	
512	8.535e-002	-5.3173e-002	-5.3173e-002	-5.3173e-002	
513	8.5517e-002	-6.762e-002	-6.762e-002	-6.762e-002	
514	8.5684e-002	-8.1858e-002	-8.1858e-002	-8.1858e-002	
515	8.585e-002	-9.3283e-002	-9.3283e-002	-9.3283e-002	
516	8.6017e-002	-9.9637e-002	-9.9637e-002	-9.9637e-002	
517	8.6184e-002	-9.9397e-002	-9.9397e-002	-9.9397e-002	
518	8.6351e-002	-9.2054e-002	-9.2054e-002	-9.2054e-002	
519	8.6517e-002	-7.8223e-002	-7.8223e-002	-7.8223e-002	
520	8.6684e-002	-5.958e-002	-5.958e-002	-5.958e-002	
521	8.6851e-002	-3.8624e-002	-3.8624e-002	-3.8624e-002	
522	8.7017e-002	-1.8293e-002	-1.8293e-002	-1.8293e-002	
523	8.7184e-002	-1.5121e-003	-1.5121e-003	-1.5121e-003	
524	8.7351e-002	9.2741e-003	9.2741e-003	9.2741e-003	
525	8.7517e-002	1.25e-002	1.25e-002	1.25e-002	
526	8.7684e-002	7.7439e-003	7.7439e-003	7.7439e-003	
527	8.7851e-002	-4.1783e-003	-4.1783e-003	-4.1783e-003	
528	8.8018e-002	-2.1321e-002	-2.1321e-002	-2.1321e-002	
529	8.8184e-002	-4.0895e-002	-4.0895e-002	-4.0895e-002	
530	8.8351e-002	-5.9689e-002	-5.9689e-002	-5.9689e-002	
531	8.8518e-002	-7.4569e-002	-7.4569e-002	-7.4569e-002	
532	8.8684e-002	-8.2969e-002	-8.2969e-002	-8.2969e-002	
533	8.8851e-002	-8.3292e-002	-8.3292e-002	-8.3292e-002	
534	8.9018e-002	-7.5167e-002	-7.5167e-002	-7.5167e-002	
535	8.9184e-002	-5.9514e-002	-5.9514e-002	-5.9514e-002	
536	8.9351e-002	-3.8406e-002	-3.8406e-002	-3.8406e-002	
537	8.9518e-002	-1.4756e-002	-1.4756e-002	-1.4756e-002	
538	8.9685e-002	8.1338e-003	8.1338e-003	8.1338e-003	
539	8.9851e-002	2.7077e-002	2.7077e-002	2.7077e-002	
540	9.0018e-002	3.9493e-002	3.9493e-002	3.9493e-002	
541	9.0185e-002	4.3806e-002	4.3806e-002	4.3806e-002	
542	9.0351e-002	3.9682e-002	3.9682e-002	3.9682e-002	
543	9.0518e-002	2.8071e-002	2.8071e-002	2.8071e-002	
544	9.0685e-002	1.1053e-002	1.1053e-002	1.1053e-002	
545	9.0851e-002	-8.4902e-003	-8.4902e-003	-8.4902e-003	
546	9.1018e-002	-2.7332e-002	-2.7332e-002	-2.7332e-002	
547	9.1185e-002	-4.2398e-002	-4.2398e-002	-4.2398e-002	
548	9.1352e-002	-5.1234e-002	-5.1234e-002	-5.1234e-002	
549	9.1518e-002	-5.2377e-002	-5.2377e-002	-5.2377e-002	
550	9.1685e-002	-4.5554e-002	-4.5554e-002	-4.5554e-002	
551	9.1852e-002	-3.1711e-002	-3.1711e-002	-3.1711e-002	
552	9.2018e-002	-1.2835e-002	-1.2835e-002	-1.2835e-002	
553	9.2185e-002	8.3659e-003	8.3659e-003	8.3659e-003	
554	9.2352e-002	2.8895e-002	2.8895e-002	2.8895e-002	
555	9.2518e-002	4.5937e-002	4.5937e-002	4.5937e-002	
556	9.2685e-002	5.7284e-002	5.7284e-002	5.7284e-002	
557	9.2852e-002	6.1665e-002	6.1665e-002	6.1665e-002	
558	9.3019e-002	5.8915e-002	5.8915e-002	5.8915e-002	
559	9.3185e-002	4.9971e-002	4.9971e-002	4.9971e-002	
560	9.3352e-002	3.6691e-002	3.6691e-002	3.6691e-002	
561	9.3519e-002	2.1538e-002	2.1538e-002	2.1538e-002	
562	9.3685e-002	7.1681e-003	7.1681e-003	7.1681e-003	
563	9.3852e-002	-3.9835e-003	-3.9835e-003	-3.9835e-003	
564	9.4019e-002	-1.0083e-002	-1.0083e-002	-1.0083e-002	
565	9.4185e-002	-1.0159e-002	-1.0159e-002	-1.0159e-002	
566	9.4352e-002	-4.2268e-003	-4.2268e-003	-4.2268e-003	
567	9.4519e-002	6.7573e-003	6.7573e-003	6.7573e-003	
568	9.4686e-002	2.1083e-002	2.1083e-002	2.1083e-002	
569	9.4852e-002	3.659e-002	3.659e-002	3.659e-002	
570	9.5019e-002	5.1032e-002	5.1032e-002	5.1032e-002	
571	9.5186e-002	6.2443e-002	6.2443e-002	6.2443e-002	
572	9.5352e-002	6.9443e-002	6.9443e-002	6.9443e-002	
573	9.5519e-002	7.1437e-002	7.1437e-002	7.1437e-002	
574	9.5686e-002	6.8674e-002	6.8674e-002	6.8674e-002	
575	9.5852e-002	6.2171e-002	6.2171e-002	6.2171e-002	
576	9.6019e-002	5.3507e-002	5.3507e-002	5.3507e-002	
577	9.6186e-002	4.4536e-002	4.4536e-002	4.4536e-002	
578	9.6353e-002	3.7062e-002	3.7062e-002	3.7062e-002	
579	9.6519e-002	3.2541e-002	3.2541e-002	3.2541e-002	
580	9.6686e-002	3.1852e-002	3.1852e-002	3.1852e-002	
581	9.6853e-002	3.5169e-002	3.5169e-002	3.5169e-002	
582	9.7019e-002	4.1966e-002	4.1966e-002	4.1966e-002	
583	9.7186e-002	5.1135e-002	5.1135e-002	5.1135e-002	
584	9.7353e-002	6.12e-002	6.12e-002	6.12e-002	
585	9.7519e-002	7.0591e-002	7.0591e-002	7.0591e-002	
586	9.7686e-002	7.7922e-002	7.7922e-002	7.7922e-002	
587	9.7853e-002	8.223e-002	8.223e-002	8.223e-002	
588	9.802e-002	8.3139e-002	8.3139e-002	8.3139e-002	
589	9.8186e-002	8.0902e-002	8.0902e-002	8.0902e-002	
590	9.8353e-002	7.6347e-002	7.6347e-002	7.6347e-002	
591	9.852e-002	7.0705e-002	7.0705e-002	7.0705e-002	
592	9.8686e-002	6.5385e-002	6.5385e-002	6.5385e-002	
593	9.8853e-002	6.1709e-002	6.1709e-002	6.1709e-002	
594	9.902e-002	6.0678e-002	6.0678e-002	6.0678e-002	
595	9.9186e-002	6.2791e-002	6.2791e-002	6.2791e-002	
596	9.9353e-002	6.7962e-002	6.7962e-002	6.7962e-002	
597	9.952e-002	7.5538e-002	7.5538e-002	7.5538e-002	
598	9.9687e-002	8.442e-002	8.442e-002	8.442e-002	
599	9.9853e-002	9.3263e-002	9.3263e-002	9.3263e-002	
600	0.10002	0.10071	0.10071	0.10071	
601	0.10019	0.10566	0.10566	0.10566	
602	0.10035	0.10741	0.10741	0.10741	
603	0.10052	0.10586	0.10586	0.10586	
604	0.10069	0.10149	0.10149	0.10149	
605	0.10085	9.5257e-002	9.5257e-002	9.5257e-002	
606	0.10102	8.8496e-002	8.8496e-002	8.8496e-002	
607	0.10119	8.264e-002	8.264e-002	8.264e-002	
608	0.10135	7.8986e-002	7.8986e-002	7.8986e-002	
609	0.10152	7.8471e-002	7.8471e-002	7.8471e-002	
610	0.10169	8.1507e-002	8.1507e-002	8.1507e-002	
611	0.10185	8.7903e-002	8.7903e-002	8.7903e-002	
612	0.10202	9.6897e-002	9.6897e-002	9.6897e-002	
613	0.10219	0.10728	0.10728	0.10728	
614	0.10235	0.11758	0.11758	0.11758	
615	0.10252	0.12636	0.12636	0.12636	
616	0.10269	0.13238	0.13238	0.13238	
617	0.10285	0.13487	0.13487	0.13487	
618	0.10302	0.13365	0.13365	0.13365	
619	0.10319	0.12913	0.12913	0.12913	
620	0.10335	0.12226	0.12226	0.12226	
621	0.10352	0.1144	0.1144	0.1144	
622	0.10369	0.10703	0.10703	0.10703	
623	0.10385	0.10156	0.10156	0.10156	
624	0.10402	9.9064e-002	9.9064e-002	9.9064e-002	
625	0.10419	0.10014	0.10014	0.10014	
626	0.10435	0.10479	0.10479	0.10479	
627	0.10452	0.11242	0.11242	0.11242	
628	0.10469	0.12199	0.12199	0.12199	
629	0.10485	0.13213	0.13213	0.13213	
630	0.10502	0.14142	0.14142	0.14142	
631	0.10519	0.14861	0.14861	0.14861	
632	0.10535	0.15281	0.15281	0.15281	
633	0.10552	0.15364	0.15364	0.15364	
634	0.10569	0.15128	0.15128	0.15128	
635	0.10585	0.14643	0.14643	0.14643	
636	0.10602	0.14019	0.14019	0.14019	
637	0.10619	0.13384	0.13384	0.13384	
638	0.10635	0.12863	0.12863	0.12863	
639	0.10652	0.1256	0.1256	0.1256	
640	0.10669	0.12535	0.12535	0.12535	
641	0.10685	0.12801	0.12801	0.12801	
642	0.10702	0.13319	0.13319	0.13319	
643	0.10719	0.14008	0.14008	0.14008	
644	0.10735	0.14762	0.14762	0.14762	
645	0.10752	0.15465	0.15465	0.15465	
646	0.10769	0.16014	0.16014	0.16014	
647	0.10785	0.1634	0.1634	0.1634	
648	0.10802	0.16413	0.16413	0.16413	
649	0.10819	0.16252	0.16252	0.16252	
650	0.10835	0.15918	0.15918	0.15918	
651	0.10852	0.15502	0.15502	0.15502	
652	0.10869	0.15108	0.15108	0.15108	
653	0.10886	0.14836	0.14836	0.14836	
654	0.10902	0.14758	0.14758	0.14758	
655	0.10919	0.1491	0.1491	0.1491	
656	0.10936	0.15282	0.15282	0.15282	
657	0.10952	0.15822	0.15822	0.15822	
658	0.10969	0.16445	0.16445	0.16445	
659	0.10986	0.17048	0.17048	0.17048	
660	0.11002	0.17528	0.17528	0.17528	
661	0.11019	0.17803	0.17803	0.17803	
662	0.11036	0.1783	0.1783	0.1783	
663	0.11052	0.17609	0.17609	0.17609	
664	0.11069	0.17188	0.17188	0.17188	
665	0.11086	0.16654	0.16654	0.16654	
666	0.11102	0.1612	0.1612	0.1612	
667	0.11119	0.15704	0.15704	0.15704	
668	0.11136	0.15508	0.15508	0.15508	
669	0.11152	0.15597	0.15597	0.15597	
670	0.11169	0.1599	0.1599	0.1599	
671	0.11186	0.16653	0.16653	0.16653	
672	0.11202	0.17499	0.17499	0.17499	
673	0.11219	0.18408	0.18408	0.18408	
674	0.11236	0.19241	0.19241	0.19241	
675	0.11252	0.19867	0.19867	0.19867	
676	0.11269	0.20181	0.20181	0.20181	
677	0.11286	0.20129	0.20129	0.20129	
678	0.11302	0.19713	0.19713	0.19713	
679	0.11319	0.18998	0.18998	0.18998	
680	0.11336	0.18098	0.18098	0.18098	
681	0.11352	0.17164	0.17164	0.17164	
682	0.11369	0.16356	0.16356	0.16356	
683	0.11386	0.15821	0.15821	0.15821	
684	0.11402	0.15664	0.15664	0.15664	
685	0.11419	0.15935	0.15935	0.15935	
686	0.11436	0.16615	0.16615	0.16615	
687	0.11452	0.1762	0.1762	0.1762	
688	0.11469	0.18811	0.18811	0.18811	
689	0.11486	0.2002	0.2002	0.2002	
690	0.11502	0.21067	0.21067	0.21067	
691	0.11519	0.21799	0.21799	0.21799	
692	0.11536	0.22105	0.22105	0.22105	
693	0.11552	0.21941	0.21941	0.21941	
694	0.11569	0.21335	0.21335	0.21335	
695	0.11586	0.20381	0.20381	0.20381	
696	0.11602	0.1923	0.1923	0.1923	
697	0.11619	0.18063	0.18063	0.18063	
698	0.11636	0.17064	0.17064	0.17064	
699	0.11652	0.16392	0.16392	0.16392	
700	0.11669	0.16154	0.16154	0.16154	
701	0.11686	0.16393	0.16393	0.16393	
702	0.11702	0.17078	0.17078	0.17078	
703	0.11719	0.18109	0.18109	0.18109	
704	0.11736	0.19336	0.19336	0.19336	
705	0.11752	0.2058	0.2058	0.2058	
706	0.11769	0.21661	0.21661	0.21661	
707	0.11786	0.22425	0.22425	0.22425	
708	0.11802	0.22772	0.22772	0.22772	
709	0.11819	0.22661	0.22661	0.22661	
710	0.11836	0.22126	0.22126	0.22126	
711	0.11852	0.21262	0.21262	0.21262	
712	0.11869	0.2021	0.2021	0.2021	
713	0.11886	0.19137	0.19137	0.19137	
714	0.11902	0.18208	0.18208	0.18208	
715	0.11919	0.17558	0.17558	0.17558	
716	0.11936	0.17278	0.17278	0.17278	
717	0.11952	0.17398	0.17398	0.17398	
718	0.11969	0.17883	0.17883	0.17883	
719	0.11986	0.18648	0.18648	0.18648	
720	0.12002	0.19566	0.19566	0.19566	
721	0.12019	0.20493	0.20493	0.20493	
722	0.12036	0.21291	0.21291	0.21291	
723	0.12052	0.2185	0.2185	0.2185	
724	0.12069	0.22103	0.22103	0.22103	
725	0.12086	0.22034	0.22034	0.22034	
726	0.12102	0.2168	0.2168	0.2168	
727	0.12119	0.21119	0.21119	0.21119	
728	0.12136	0.20458	0.20458	0.20458	
729	0.12152	0.19809	0.19809	0.19809	
730	0.12169	0.19276	0.19276	0.19276	
731	0.12186	0.18934	0.18934	0.18934	
732	0.12202	0.18818	0.18818	0.18818	
733	0.12219	0.18924	0.18924	0.18924	
734	0.12236	0.19207	0.19207	0.19207	
735	0.12252	0.19595	0.19595	0.19595	
736	0.12269	0.20004	0.20004	0.20004	
737	0.12286	0.20352	0.20352	0.20352	
738	0.12302	0.20576	0.20576	0.20576	
739	0.12319	0.20643	0.20643	0.20643	
740	0.12336	0.20554	0.20554	0.20554	
741	0.12352	0.20344	0.20344	0.20344	
742	0.12369	0.2007	0.2007	0.2007	
743	0.12386	0.19802	0.19802	0.19802	
744	0.12402	0.19608	0.19608	0.19608	
745	0.12419	0.19537	0.19537	0.19537	
746	0.12436	0.19611	0.19611	0.19611	
747	0.12452	0.19818	0.19818	0.19818	
748	0.12469	0.20115	0.20115	0.20115	
749	0.12486	0.20435	0.20435	0.20435	
750	0.12502	0.207	0.207	0.207	
751	0.12519	0.20836	0.20836	0.20836	
752	0.12536	0.20788	0.20788	0.20788	
753	0.12553	0.20533	0.20533	0.20533	
754	0.12569	0.20088	0.20088	0.20088	
755	0.12586	0.19507	0.19507	0.19507	
756	0.12603	0.18875	0.18875	0.18875	
757	0.12619	0.18296	0.18296	0.18296	
758	0.12636	0.17871	0.17871	0.17871	
759	0.12653	0.17686	0.17686	0.17686	
760	0.12669	0.17789	0.17789	0.17789	
761	0.12686	0.18184	0.18184	0.18184	
762	0.12703	0.18823	0.18823	0.18823	
763	0.12719	0.19617	0.19617	0.19617	
764	0.12736	0.2044	0.2044	0.2044	
765	0.12753	0.21156	0.21156	0.21156	
766	0.12769	0.21636	0.21636	0.21636	
767	0.12786	0.21781	0.21781	0.21781	
768	0.12803	0.21539	0.21539	0.21539	
769	0.12819	0.20916	0.20916	0.20916	
770	0.12836	0.19981	0.19981	0.19981	
771	0.12853	0.18851	0.18851	0.18851	
772	0.12869	0.17682	0.17682	0.17682	
773	0.12886	0.16639	0.16639	0.16639	
774	0.12903	0.15876	0.15876	0.15876	
775	0.12919	0.1551	0.1551	0.1551	
776	0.12936	0.156	0.156	0.156	
777	0.12953	0.16138	0.16138	0.16138	
778	0.12969	0.1705	0.1705	0.1705	
779	0.12986	0.18199	0.18199	0.18199	
780	0.13003	0.19415	0.19415	0.19415	
781	0.13019	0.20508	0.20508	0.20508	
782	0.13036	0.21308	0.21308	0.21308	
783	0.13053	0.21681	0.21681	0.21681	
784	0.13069	0.21556	0.21556	0.21556	
785	0.13086	0.20933	0.20933	0.20933	
786	0.13103	0.19885	0.19885	0.19885	
787	0.13119	0.18549	0.18549	0.18549	
788	0.13136	0.17103	0.17103	0.17103	
789	0.13153	0.15742	0.15742	0.15742	
790	0.13169	0.1465	0.1465	0.1465	
791	0.13186	0.1397	0.1397	0.1397	
792	0.13203	0.13787	0.13787	0.13787	
793	0.13219	0.14112	0.14112	0.14112	
794	0.13236	0.14886	0.14886	0.14886	
795	0.13253	0.15982	0.15982	0.15982	
796	0.13269	0.1723	0.1723	0.1723	
797	0.13286	0.18442	0.18442	0.18442	
798	0.13303	0.19434	0.19434	0.19434	
799	0.13319	0.2006	0.2006	0.2006	
800	0.13336	0.20225	0.20225	0.20225	
801	0.13353	0.19903	0.19903	0.19903	
802	0.13369	0.19136	0.19136	0.19136	
803	0.13386	0.18027	0.18027	0.18027	
804	0.13403	0.16725	0.16725	0.16725	
805	0.13419	0.15399	0.15399	0.15399	
806	0.13436	0.14218	0.14218	0.14218	
807	0.13453	0.13323	0.13323	0.13323	
808	0.13469	0.12811	0.12811	0.12811	
809	0.13486	0.12722	0.12722	0.12722	
810	0.13503	0.13036	0.13036	0.13036	
811	0.13519	0.13679	0.13679	0.13679	
812	0.13536	0.14536	0.14536	0.14536	
813	0.13553	0.15468	0.15468	0.15468	
814	0.13569	0.16333	0.16333	0.16333	
815	0.13586	0.17008	0.17008	0.17008	
816	0.13603	0.17401	0.17401	0.17401	
817	0.13619	0.17463	0.17463	0.17463	
818	0.13636	0.17193	0.17193	0.17193	
819	0.13653	0.16633	0.16633	0.16633	
820	0.13669	0.15858	0.15858	0.15858	
821	0.13686	0.14966	0.14966	0.14966	
822	0.13703	0.1406	0.1406	0.1406	
823	0.13719	0.13238	0.13238	0.13238	
824	0.13736	0.12574	0.12574	0.12574	
825	0.13753	0.1212	0.1212	0.1212	
826	0.13769	0.11894	0.11894	0.11894	
827	0.13786	0.11886	0.11886	0.11886	
828	0.13803	0.12062	0.12062	0.12062	
829	0.13819	0.12373	0.12373	0.12373	
830	0.13836	0.12759	0.12759	0.12759	
831	0.13853	0.13162	0.13162	0.13162	
832	0.13869	0.13528	0.13528	0.13528	
833	0.13886	0.13815	0.13815	0.13815	
834	0.13903	0.13993	0.13993	0.13993	
835	0.13919	0.14045	0.14045	0.14045	
836	0.13936	0.13964	0.13964	0.13964	
837	0.13953	0.13751	0.13751	0.13751	
838	0.13969	0.13419	0.13419	0.13419	
839	0.13986	0.12983	0.12983	0.12983	
840	0.14003	0.12465	0.12465	0.12465	
841	0.14019	0.11893	0.11893	0.11893	
842	0.14036	0.11299	0.11299	0.11299	
843	0.14053	0.10722	0.10722	0.10722	
844	0.14069	0.10203	0.10203	0.10203	
845	0.14086	9.782e-002	9.782e-002	9.782e-002	
846	0.14103	9.4974e-002	9.4974e-002	9.4974e-002	
847	0.14119	9.3767e-002	9.3767e-002	9.3767e-002	
848	0.14136	9.433e-002	9.433e-002	9.433e-002	
849	0.14153	9.6603e-002	9.6603e-002	9.6603e-002	
850	0.14169	0.10031	0.10031	0.10031	
851	0.14186	0.10495	0.10495	0.10495	
852	0.14203	0.10985	0.10985	0.10985	
853	0.1422	0.11424	0.11424	0.11424	
854	0.14236	0.11732	0.11732	0.11732	
855	0.14253	0.11841	0.11841	0.11841	
856	0.1427	0.11701	0.11701	0.11701	
857	0.14286	0.11295	0.11295	0.11295	
858	0.14303	0.10638	0.10638	0.10638	
859	0.1432	9.7839e-002	9.7839e-002	9.7839e-002	
860	0.14336	8.8154e-002	8.8154e-002	8.8154e-002	
861	0.14353	7.837e-002	7.837e-002	7.837e-002	
862	0.1437	6.9605e-002	6.9605e-002	6.9605e-002	
863	0.14386	6.2893e-002	6.2893e-002	6.2893e-002	
864	0.14403	5.9031e-002	5.9031e-002	5.9031e-002	
865	0.1442	5.8448e-002	5.8448e-002	5.8448e-002	
866	0.14436	6.1129e-002	6.1129e-002	6.1129e-002	
867	0.14453	6.6593e-002	6.6593e-002	6.6593e-002	
868	0.1447	7.3948e-002	7.3948e-002	7.3948e-002	
869	0.14486	8.2003e-002	8.2003e-002	8.2003e-002	
870	0.14503	8.943e-002	8.943e-002	8.943e-002	
871	0.1452	9.4957e-002	9.4957e-002	9.4957e-002	
872	0.14536	9.7551e-002	9.7551e-002	9.7551e-002	
873	0.14553	9.6575e-002	9.6575e-002	9.6575e-002	
874	0.1457	9.1889e-002	9.1889e-002	9.1889e-002	
875	0.14586	8.3881e-002	8.3881e-002	8.3881e-002	
876	0.14603	7.3419e-002	7.3419e-002	7.3419e-002	
877	0.1462	6.1729e-002	6.1729e-002	6.1729e-002	
878	0.14636	5.0219e-002	5.0219e-002	5.0219e-002	
879	0.14653	4.0278e-002	4.0278e-002	4.0278e-002	
880	0.1467	3.3072e-002	3.3072e-002	3.3072e-002	
881	0.14686	2.937e-002	2.937e-002	2.937e-002	
882	0.14703	2.9436e-002	2.9436e-002	2.9436e-002	
883	0.1472	3.299e-002	3.299e-002	3.299e-002	
884	0.14736	3.9254e-002	3.9254e-002	3.9254e-002	
885	0.14753	4.7067e-002	4.7067e-002	4.7067e-002	
886	0.1477	5.5062e-002	5.5062e-002	5.5062e-002	
887	0.14786	6.1868e-002	6.1868e-002	6.1868e-002	
888	0.14803	6.6311e-002	6.6311e-002	6.6311e-002	
889	0.1482	6.7586e-002	6.7586e-002	6.7586e-002	
890	0.14836	6.5363e-002	6.5363e-002	6.5363e-002	
891	0.14853	5.9827e-002	5.9827e-002	5.9827e-002	
892	0.1487	5.1639e-002	5.1639e-002	5.1639e-002	
893	0.14886	4.1821e-002	4.1821e-002	4.1821e-002	
894	0.14903	3.1595e-002	3.1595e-002	3.1595e-002	
895	0.1492	2.2195e-002	2.2195e-002	2.2195e-002	
896	0.14936	1.4678e-002	1.4678e-002	1.4678e-002	
897	0.14953	9.7784e-003	9.7784e-003	9.7784e-003	
898	0.1497	7.8093e-003	7.8093e-003	7.8093e-003	
899	0.14986	8.6341e-003	8.6341e-003	8.6341e-003	
900	0.15003	1.1711e-002	1.1711e-002	1.1711e-002	
901	0.1502	1.6195e-002	1.6195e-002	1.6195e-002	
902	0.15036	2.1088e-002	2.1088e-002	2.1088e-002	
903	0.15053	2.5396e-002	2.5396e-002	2.5396e-002	
904	0.1507	2.8288e-002	2.8288e-002	2.8288e-002	
905	0.15086	2.9211e-002	2.9211e-002	2.9211e-002	
906	0.15103	2.7963e-002	2.7963e-002	2.7963e-002	
907	0.1512	2.4694e-002	2.4694e-002	2.4694e-002	
908	0.15136	1.9857e-002	1.9857e-002	1.9857e-002	
909	0.15153	1.4111e-002	1.4111e-002	1.4111e-002	
910	0.1517	8.1905e-003	8.1905e-003	8.1905e-003	
911	0.15186	2.7803e-003	2.7803e-003	2.7803e-003	
912	0.15203	-1.6022e-003	-1.6022e-003	-1.6022e-003	
913	0.1522	-4.6803e-003	-4.6803e-003	-4.6803e-003	
914	0.15236	-6.4458e-003	-6.4458e-003	-6.4458e-003	
915	0.15253	-7.1349e-003	-7.1349e-003	-7.1349e-003	
916	0.1527	-7.1612e-003	-7.1612e-003	-7.1612e-003	
917	0.15286	-7.0177e-003	-7.0177e-003	-7.0177e-003	
918	0.15303	-7.1698e-003	-7.1698e-003	-7.1698e-003	
919	0.1532	-7.9589e-003	-7.9589e-003	-7.9589e-003	
920	0.15336	-9.5355e-003	-9.5355e-003	-9.5355e-003	
921	0.15353	-1.1834e-002	-1.1834e-002	-1.1834e-002	
922	0.1537	-1.4592e-002	-1.4592e-002	-1.4592e-002	
923	0.15386	-1.7418e-002	-1.7418e-002	-1.7418e-002	
924	0.15403	-1.9878e-002	-1.9878e-002	-1.9878e-002	
925	0.1542	-2.1599e-002	-2.1599e-002	-2.1599e-002	
926	0.15436	-2.2365e-002	-2.2365e-002	-2.2365e-002	
927	0.15453	-2.2174e-002	-2.2174e-002	-2.2174e-002	
928	0.1547	-2.1262e-002	-2.1262e-002	-2.1262e-002	
929	0.15486	-2.0072e-002	-2.0072e-002	-2.0072e-002	
930	0.15503	-1.918e-002	-1.918e-002	-1.918e-002	
931	0.1552	-1.919e-002	-1.919e-002	-1.919e-002	
932	0.15536	-2.0608e-002	-2.0608e-002	-2.0608e-002	
933	0.15553	-2.3736e-002	-2.3736e-002	-2.3736e-002	
934	0.1557	-2.8588e-002	-2.8588e-002	-2.8588e-002	
935	0.15586	-3.4857e-002	-3.4857e-002	-3.4857e-002	
936	0.15603	-4.1939e-002	-4.1939e-002	-4.1939e-002	
937	0.1562	-4.9017e-002	-4.9017e-002	-4.9017e-002	
938	0.15636	-5.5185e-002	-5.5185e-002	-5.5185e-002	
939	0.15653	-5.9601e-002	-5.9601e-002	-5.9601e-002	
940	0.1567	-6.164e-002	-6.164e-002	-6.164e-002	
941	0.15686	-6.1018e-002	-6.1018e-002	-6.1018e-002	
942	0.15703	-5.7869e-002	-5.7869e-002	-5.7869e-002	
943	0.1572	-5.275e-002	-5.275e-002	-5.275e-002	
944	0.15736	-4.6584e-002	-4.6584e-002	-4.6584e-002	
945	0.15753	-4.0527e-002	-4.0527e-002	-4.0527e-002	
946	0.1577	-3.5795e-002	-3.5795e-002	-3.5795e-002	
