	Time [s]	Minimum [mm]	Maximum [mm]	Average [mm]	
1	1.6667e-004	4.8034e-002	4.8034e-002	4.8034e-002	
2	3.3333e-004	0.14673	0.14673	0.14673	
3	5.0003e-004	0.24019	0.24019	0.24019	
4	6.6673e-004	0.33153	0.33153	0.33153	
5	8.3343e-004	0.46085	0.46085	0.46085	
6	1.0001e-003	0.60422	0.60422	0.60422	
7	1.1668e-003	0.69252	0.69252	0.69252	
8	1.3335e-003	0.71831	0.71831	0.71831	
9	1.5002e-003	0.71325	0.71325	0.71325	
10	1.6669e-003	0.67302	0.67302	0.67302	
11	1.8336e-003	0.58095	0.58095	0.58095	
12	2.0003e-003	0.45408	0.45408	0.45408	
13	2.167e-003	0.32965	0.32965	0.32965	
14	2.3337e-003	0.22584	0.22584	0.22584	
15	2.5004e-003	0.14412	0.14412	0.14412	
16	2.6671e-003	9.734e-002	9.734e-002	9.734e-002	
17	2.8338e-003	0.10233	0.10233	0.10233	
18	3.0005e-003	0.15692	0.15692	0.15692	
19	3.1672e-003	0.24181	0.24181	0.24181	
20	3.3339e-003	0.34245	0.34245	0.34245	
21	3.5006e-003	0.45233	0.45233	0.45233	
22	3.6673e-003	0.55421	0.55421	0.55421	
23	3.834e-003	0.62294	0.62294	0.62294	
24	4.0007e-003	0.64903	0.64903	0.64903	
25	4.1674e-003	0.6399	0.6399	0.6399	
26	4.3341e-003	0.59845	0.59845	0.59845	
27	4.5008e-003	0.52192	0.52192	0.52192	
28	4.6675e-003	0.42311	0.42311	0.42311	
29	4.8342e-003	0.32826	0.32826	0.32826	
30	5.0009e-003	0.2525	0.2525	0.2525	
31	5.1676e-003	0.19771	0.19771	0.19771	
32	5.3343e-003	0.17152	0.17152	0.17152	
33	5.501e-003	0.18561	0.18561	0.18561	
34	5.6677e-003	0.23553	0.23553	0.23553	
35	5.8344e-003	0.30231	0.30231	0.30231	
36	6.0011e-003	0.37321	0.37321	0.37321	
37	6.1678e-003	0.44421	0.44421	0.44421	
38	6.3345e-003	0.50509	0.50509	0.50509	
39	6.5012e-003	0.53962	0.53962	0.53962	
40	6.6679e-003	0.54127	0.54127	0.54127	
41	6.8346e-003	0.51625	0.51625	0.51625	
42	7.0013e-003	0.47148	0.47148	0.47148	
43	7.168e-003	0.41113	0.41113	0.41113	
44	7.3347e-003	0.34508	0.34508	0.34508	
45	7.5014e-003	0.2893	0.2893	0.2893	
46	7.6681e-003	0.25459	0.25459	0.25459	
47	7.8348e-003	0.24209	0.24209	0.24209	
48	8.0015e-003	0.25107	0.25107	0.25107	
49	8.1682e-003	0.28252	0.28252	0.28252	
50	8.3349e-003	0.332	0.332	0.332	
51	8.5016e-003	0.38644	0.38644	0.38644	
52	8.6683e-003	0.43255	0.43255	0.43255	
53	8.835e-003	0.46361	0.46361	0.46361	
54	9.0017e-003	0.47604	0.47604	0.47604	
55	9.1684e-003	0.46597	0.46597	0.46597	
56	9.3351e-003	0.43315	0.43315	0.43315	
57	9.5018e-003	0.38428	0.38428	0.38428	
58	9.6685e-003	0.32912	0.32912	0.32912	
59	9.8352e-003	0.27661	0.27661	0.27661	
60	1.0002e-002	0.23583	0.23583	0.23583	
61	1.0169e-002	0.21585	0.21585	0.21585	
62	1.0335e-002	0.22145	0.22145	0.22145	
63	1.0502e-002	0.25081	0.25081	0.25081	
64	1.0669e-002	0.29811	0.29811	0.29811	
65	1.0835e-002	0.35594	0.35594	0.35594	
66	1.1002e-002	0.41454	0.41454	0.41454	
67	1.1169e-002	0.46236	0.46236	0.46236	
68	1.1336e-002	0.48984	0.48984	0.48984	
69	1.1502e-002	0.49201	0.49201	0.49201	
70	1.1669e-002	0.46766	0.46766	0.46766	
71	1.1836e-002	0.4187	0.4187	0.4187	
72	1.2002e-002	0.35152	0.35152	0.35152	
73	1.2169e-002	0.27718	0.27718	0.27718	
74	1.2336e-002	0.20829	0.20829	0.20829	
75	1.2502e-002	0.15596	0.15596	0.15596	
76	1.2669e-002	0.12888	0.12888	0.12888	
77	1.2836e-002	0.13238	0.13238	0.13238	
78	1.3003e-002	0.16649	0.16649	0.16649	
79	1.3169e-002	0.22546	0.22546	0.22546	
80	1.3336e-002	0.29986	0.29986	0.29986	
81	1.3503e-002	0.37845	0.37845	0.37845	
82	1.3669e-002	0.44854	0.44854	0.44854	
83	1.3836e-002	0.49746	0.49746	0.49746	
84	1.4003e-002	0.5161	0.5161	0.5161	
85	1.4169e-002	0.50145	0.50145	0.50145	
86	1.4336e-002	0.45575	0.45575	0.45575	
87	1.4503e-002	0.38493	0.38493	0.38493	
88	1.467e-002	0.29849	0.29849	0.29849	
89	1.4836e-002	0.20945	0.20945	0.20945	
90	1.5003e-002	0.13203	0.13203	0.13203	
91	1.517e-002	7.8359e-002	7.8359e-002	7.8359e-002	
92	1.5336e-002	5.6466e-002	5.6466e-002	5.6466e-002	
93	1.5503e-002	6.9495e-002	6.9495e-002	6.9495e-002	
94	1.567e-002	0.11513	0.11513	0.11513	
95	1.5836e-002	0.18564	0.18564	0.18564	
96	1.6003e-002	0.26943	0.26943	0.26943	
97	1.617e-002	0.35333	0.35333	0.35333	
98	1.6337e-002	0.42438	0.42438	0.42438	
99	1.6503e-002	0.47132	0.47132	0.47132	
100	1.667e-002	0.48641	0.48641	0.48641	
101	1.6837e-002	0.46705	0.46705	0.46705	
102	1.7003e-002	0.41621	0.41621	0.41621	
103	1.717e-002	0.34165	0.34165	0.34165	
104	1.7337e-002	0.2548	0.2548	0.2548	
105	1.7503e-002	0.16899	0.16899	0.16899	
106	1.767e-002	9.7201e-002	9.7201e-002	9.7201e-002	
107	1.7837e-002	4.9749e-002	4.9749e-002	4.9749e-002	
108	1.8004e-002	3.2854e-002	3.2854e-002	3.2854e-002	
109	1.817e-002	4.8023e-002	4.8023e-002	4.8023e-002	
110	1.8337e-002	9.1817e-002	9.1817e-002	9.1817e-002	
111	1.8504e-002	0.15624	0.15624	0.15624	
112	1.867e-002	0.23016	0.23016	0.23016	
113	1.8837e-002	0.30143	0.30143	0.30143	
114	1.9004e-002	0.3588	0.3588	0.3588	
115	1.917e-002	0.39341	0.39341	0.39341	
116	1.9337e-002	0.40012	0.40012	0.40012	
117	1.9504e-002	0.37836	0.37836	0.37836	
118	1.9671e-002	0.3321	0.3321	0.3321	
119	1.9837e-002	0.26904	0.26904	0.26904	
120	2.0004e-002	0.19925	0.19925	0.19925	
121	2.0171e-002	0.13366	0.13366	0.13366	
122	2.0337e-002	8.2252e-002	8.2252e-002	8.2252e-002	
123	2.0504e-002	5.2284e-002	5.2284e-002	5.2284e-002	
124	2.0671e-002	4.7072e-002	4.7072e-002	4.7072e-002	
125	2.0837e-002	6.563e-002	6.563e-002	6.563e-002	
126	2.1004e-002	0.1031	0.1031	0.1031	
127	2.1171e-002	0.15183	0.15183	0.15183	
128	2.1338e-002	0.2029	0.2029	0.2029	
129	2.1504e-002	0.24749	0.24749	0.24749	
130	2.1671e-002	0.27809	0.27809	0.27809	
131	2.1838e-002	0.28952	0.28952	0.28952	
132	2.2004e-002	0.28002	0.28002	0.28002	
133	2.2171e-002	0.25178	0.25178	0.25178	
134	2.2338e-002	0.21034	0.21034	0.21034	
135	2.2504e-002	0.16323	0.16323	0.16323	
136	2.2671e-002	0.11843	0.11843	0.11843	
137	2.2838e-002	8.3151e-002	8.3151e-002	8.3151e-002	
138	2.3005e-002	6.2748e-002	6.2748e-002	6.2748e-002	
139	2.3171e-002	5.9765e-002	5.9765e-002	5.9765e-002	
140	2.3338e-002	7.3449e-002	7.3449e-002	7.3449e-002	
141	2.3505e-002	9.9992e-002	9.9992e-002	9.9992e-002	
142	2.3671e-002	0.13337	0.13337	0.13337	
143	2.3838e-002	0.16652	0.16652	0.16652	
144	2.4005e-002	0.19257	0.19257	0.19257	
145	2.4171e-002	0.2061	0.2061	0.2061	
146	2.4338e-002	0.20404	0.20404	0.20404	
147	2.4505e-002	0.18621	0.18621	0.18621	
148	2.4672e-002	0.1553	0.1553	0.1553	
149	2.4838e-002	0.11648	0.11648	0.11648	
150	2.5005e-002	7.6492e-002	7.6492e-002	7.6492e-002	
151	2.5172e-002	4.2428e-002	4.2428e-002	4.2428e-002	
152	2.5338e-002	2.0376e-002	2.0376e-002	2.0376e-002	
153	2.5505e-002	1.4247e-002	1.4247e-002	1.4247e-002	
154	2.5672e-002	2.4984e-002	2.4984e-002	2.4984e-002	
155	2.5838e-002	5.0344e-002	5.0344e-002	5.0344e-002	
156	2.6005e-002	8.5336e-002	8.5336e-002	8.5336e-002	
157	2.6172e-002	0.12318	0.12318	0.12318	
158	2.6339e-002	0.15655	0.15655	0.15655	
159	2.6505e-002	0.17876	0.17876	0.17876	
160	2.6672e-002	0.1849	0.1849	0.1849	
161	2.6839e-002	0.17266	0.17266	0.17266	
162	2.7005e-002	0.14284	0.14284	0.14284	
163	2.7172e-002	9.9344e-002	9.9344e-002	9.9344e-002	
164	2.7339e-002	4.8666e-002	4.8666e-002	4.8666e-002	
165	2.7505e-002	-1.1852e-003	-1.1852e-003	-1.1852e-003	
166	2.7672e-002	-4.2118e-002	-4.2118e-002	-4.2118e-002	
167	2.7839e-002	-6.7445e-002	-6.7445e-002	-6.7445e-002	
168	2.8006e-002	-7.3061e-002	-7.3061e-002	-7.3061e-002	
169	2.8172e-002	-5.8113e-002	-5.8113e-002	-5.8113e-002	
170	2.8339e-002	-2.5143e-002	-2.5143e-002	-2.5143e-002	
171	2.8506e-002	2.0271e-002	2.0271e-002	2.0271e-002	
172	2.8672e-002	7.0343e-002	7.0343e-002	7.0343e-002	
173	2.8839e-002	0.11634	0.11634	0.11634	
174	2.9006e-002	0.15005	0.15005	0.15005	
175	2.9172e-002	0.16518	0.16518	0.16518	
176	2.9339e-002	0.15839	0.15839	0.15839	
177	2.9506e-002	0.12991	0.12991	0.12991	
178	2.9673e-002	8.3461e-002	8.3461e-002	8.3461e-002	
179	2.9839e-002	2.5717e-002	2.5717e-002	2.5717e-002	
180	3.0006e-002	-3.47e-002	-3.47e-002	-3.47e-002	
181	3.0173e-002	-8.8578e-002	-8.8578e-002	-8.8578e-002	
182	3.0339e-002	-0.12763	-0.12763	-0.12763	
183	3.0506e-002	-0.14595	-0.14595	-0.14595	
184	3.0673e-002	-0.14107	-0.14107	-0.14107	
185	3.0839e-002	-0.11438	-0.11438	-0.11438	
186	3.1006e-002	-7.0808e-002	-7.0808e-002	-7.0808e-002	
187	3.1173e-002	-1.7959e-002	-1.7959e-002	-1.7959e-002	
188	3.134e-002	3.5176e-002	3.5176e-002	3.5176e-002	
189	3.1506e-002	7.9614e-002	7.9614e-002	7.9614e-002	
190	3.1673e-002	0.10777	0.10777	0.10777	
191	3.184e-002	0.11466	0.11466	0.11466	
192	3.2006e-002	9.8694e-002	9.8694e-002	9.8694e-002	
193	3.2173e-002	6.2023e-002	6.2023e-002	6.2023e-002	
194	3.234e-002	1.0172e-002	1.0172e-002	1.0172e-002	
195	3.2506e-002	-4.8862e-002	-4.8862e-002	-4.8862e-002	
196	3.2673e-002	-0.10596	-0.10596	-0.10596	
197	3.284e-002	-0.15239	-0.15239	-0.15239	
198	3.3007e-002	-0.18131	-0.18131	-0.18131	
199	3.3173e-002	-0.18883	-0.18883	-0.18883	
200	3.334e-002	-0.17466	-0.17466	-0.17466	
201	3.3507e-002	-0.14205	-0.14205	-0.14205	
202	3.3673e-002	-9.7215e-002	-9.7215e-002	-9.7215e-002	
203	3.384e-002	-4.828e-002	-4.828e-002	-4.828e-002	
204	3.4007e-002	-3.9388e-003	-3.9388e-003	-3.9388e-003	
205	3.4173e-002	2.7978e-002	2.7978e-002	2.7978e-002	
206	3.434e-002	4.181e-002	4.181e-002	4.181e-002	
207	3.4507e-002	3.4998e-002	3.4998e-002	3.4998e-002	
208	3.4674e-002	8.4686e-003	8.4686e-003	8.4686e-003	
209	3.484e-002	-3.357e-002	-3.357e-002	-3.357e-002	
210	3.5007e-002	-8.4361e-002	-8.4361e-002	-8.4361e-002	
211	3.5174e-002	-0.13572	-0.13572	-0.13572	
212	3.534e-002	-0.17944	-0.17944	-0.17944	
213	3.5507e-002	-0.20865	-0.20865	-0.20865	
214	3.5674e-002	-0.2191	-0.2191	-0.2191	
215	3.584e-002	-0.20983	-0.20983	-0.20983	
216	3.6007e-002	-0.18331	-0.18331	-0.18331	
217	3.6174e-002	-0.14492	-0.14492	-0.14492	
218	3.6341e-002	-0.10197	-0.10197	-0.10197	
219	3.6507e-002	-6.2454e-002	-6.2454e-002	-6.2454e-002	
220	3.6674e-002	-3.3742e-002	-3.3742e-002	-3.3742e-002	
221	3.6841e-002	-2.1383e-002	-2.1383e-002	-2.1383e-002	
222	3.7007e-002	-2.8152e-002	-2.8152e-002	-2.8152e-002	
223	3.7174e-002	-5.3534e-002	-5.3534e-002	-5.3534e-002	
224	3.7341e-002	-9.3762e-002	-9.3762e-002	-9.3762e-002	
225	3.7507e-002	-0.14243	-0.14243	-0.14243	
226	3.7674e-002	-0.19161	-0.19161	-0.19161	
227	3.7841e-002	-0.23323	-0.23323	-0.23323	
228	3.8008e-002	-0.26049	-0.26049	-0.26049	
229	3.8174e-002	-0.26906	-0.26906	-0.26906	
230	3.8341e-002	-0.25778	-0.25778	-0.25778	
231	3.8508e-002	-0.22889	-0.22889	-0.22889	
232	3.8674e-002	-0.18768	-0.18768	-0.18768	
233	3.8841e-002	-0.14158	-0.14158	-0.14158	
234	3.9008e-002	-9.8942e-002	-9.8942e-002	-9.8942e-002	
235	3.9174e-002	-6.7625e-002	-6.7625e-002	-6.7625e-002	
236	3.9341e-002	-5.3687e-002	-5.3687e-002	-5.3687e-002	
237	3.9508e-002	-6.0346e-002	-6.0346e-002	-6.0346e-002	
238	3.9675e-002	-8.7409e-002	-8.7409e-002	-8.7409e-002	
239	3.9841e-002	-0.13126	-0.13126	-0.13126	
240	4.0008e-002	-0.18541	-0.18541	-0.18541	
241	4.0175e-002	-0.24153	-0.24153	-0.24153	
242	4.0341e-002	-0.29081	-0.29081	-0.29081	
243	4.0508e-002	-0.32545	-0.32545	-0.32545	
244	4.0675e-002	-0.33997	-0.33997	-0.33997	
245	4.0841e-002	-0.33214	-0.33214	-0.33214	
246	4.1008e-002	-0.3034	-0.3034	-0.3034	
247	4.1175e-002	-0.25863	-0.25863	-0.25863	
248	4.1342e-002	-0.20534	-0.20534	-0.20534	
249	4.1508e-002	-0.15244	-0.15244	-0.15244	
250	4.1675e-002	-0.10888	-0.10888	-0.10888	
251	4.1842e-002	-8.2201e-002	-8.2201e-002	-8.2201e-002	
252	4.2008e-002	-7.7327e-002	-7.7327e-002	-7.7327e-002	
253	4.2175e-002	-9.5759e-002	-9.5759e-002	-9.5759e-002	
254	4.2342e-002	-0.13527	-0.13527	-0.13527	
255	4.2508e-002	-0.19019	-0.19019	-0.19019	
256	4.2675e-002	-0.25236	-0.25236	-0.25236	
257	4.2842e-002	-0.31239	-0.31239	-0.31239	
258	4.3009e-002	-0.36125	-0.36125	-0.36125	
259	4.3175e-002	-0.39169	-0.39169	-0.39169	
260	4.3342e-002	-0.39942	-0.39942	-0.39942	
261	4.3509e-002	-0.38372	-0.38372	-0.38372	
262	4.3675e-002	-0.34753	-0.34753	-0.34753	
263	4.3842e-002	-0.297	-0.297	-0.297	
264	4.4009e-002	-0.24044	-0.24044	-0.24044	
265	4.4175e-002	-0.18707	-0.18707	-0.18707	
266	4.4342e-002	-0.1455	-0.1455	-0.1455	
267	4.4509e-002	-0.12243	-0.12243	-0.12243	
268	4.4676e-002	-0.1216	-0.1216	-0.1216	
269	4.4842e-002	-0.14327	-0.14327	-0.14327	
270	4.5009e-002	-0.18415	-0.18415	-0.18415	
271	4.5176e-002	-0.23803	-0.23803	-0.23803	
272	4.5342e-002	-0.29674	-0.29674	-0.29674	
273	4.5509e-002	-0.35149	-0.35149	-0.35149	
274	4.5676e-002	-0.39432	-0.39432	-0.39432	
275	4.5842e-002	-0.41929	-0.41929	-0.41929	
276	4.6009e-002	-0.42344	-0.42344	-0.42344	
277	4.6176e-002	-0.40711	-0.40711	-0.40711	
278	4.6343e-002	-0.37382	-0.37382	-0.37382	
279	4.6509e-002	-0.32959	-0.32959	-0.32959	
280	4.6676e-002	-0.28196	-0.28196	-0.28196	
281	4.6843e-002	-0.23877	-0.23877	-0.23877	
282	4.7009e-002	-0.20688	-0.20688	-0.20688	
283	4.7176e-002	-0.19119	-0.19119	-0.19119	
284	4.7343e-002	-0.19383	-0.19383	-0.19383	
285	4.7509e-002	-0.21393	-0.21393	-0.21393	
286	4.7676e-002	-0.24787	-0.24787	-0.24787	
287	4.7843e-002	-0.28994	-0.28994	-0.28994	
288	4.801e-002	-0.33339	-0.33339	-0.33339	
289	4.8176e-002	-0.37159	-0.37159	-0.37159	
290	4.8343e-002	-0.3991	-0.3991	-0.3991	
291	4.851e-002	-0.41249	-0.41249	-0.41249	
292	4.8676e-002	-0.41079	-0.41079	-0.41079	
293	4.8843e-002	-0.39557	-0.39557	-0.39557	
294	4.901e-002	-0.37048	-0.37048	-0.37048	
295	4.9176e-002	-0.34066	-0.34066	-0.34066	
296	4.9343e-002	-0.31171	-0.31171	-0.31171	
297	4.951e-002	-0.28883	-0.28883	-0.28883	
298	4.9677e-002	-0.27585	-0.27585	-0.27585	
299	4.9843e-002	-0.2747	-0.2747	-0.2747	
300	5.001e-002	-0.2851	-0.2851	-0.2851	
301	5.0177e-002	-0.30475	-0.30475	-0.30475	
302	5.0343e-002	-0.32975	-0.32975	-0.32975	
303	5.051e-002	-0.35542	-0.35542	-0.35542	
304	5.0677e-002	-0.37717	-0.37717	-0.37717	
305	5.0843e-002	-0.39134	-0.39134	-0.39134	
306	5.101e-002	-0.39589	-0.39589	-0.39589	
307	5.1177e-002	-0.39067	-0.39067	-0.39067	
308	5.1344e-002	-0.37743	-0.37743	-0.37743	
309	5.151e-002	-0.35943	-0.35943	-0.35943	
310	5.1677e-002	-0.34079	-0.34079	-0.34079	
311	5.1844e-002	-0.32572	-0.32572	-0.32572	
312	5.201e-002	-0.31773	-0.31773	-0.31773	
313	5.2177e-002	-0.31899	-0.31899	-0.31899	
314	5.2344e-002	-0.32985	-0.32985	-0.32985	
315	5.251e-002	-0.34877	-0.34877	-0.34877	
316	5.2677e-002	-0.37255	-0.37255	-0.37255	
317	5.2844e-002	-0.39694	-0.39694	-0.39694	
318	5.3011e-002	-0.41736	-0.41736	-0.41736	
319	5.3177e-002	-0.42986	-0.42986	-0.42986	
320	5.3344e-002	-0.43178	-0.43178	-0.43178	
321	5.3511e-002	-0.42236	-0.42236	-0.42236	
322	5.3677e-002	-0.40285	-0.40285	-0.40285	
323	5.3844e-002	-0.37642	-0.37642	-0.37642	
324	5.4011e-002	-0.3476	-0.3476	-0.3476	
325	5.4177e-002	-0.3216	-0.3216	-0.3216	
326	5.4344e-002	-0.30334	-0.30334	-0.30334	
327	5.4511e-002	-0.29669	-0.29669	-0.29669	
328	5.4678e-002	-0.30365	-0.30365	-0.30365	
329	5.4844e-002	-0.32402	-0.32402	-0.32402	
330	5.5011e-002	-0.35529	-0.35529	-0.35529	
331	5.5178e-002	-0.39299	-0.39299	-0.39299	
332	5.5344e-002	-0.43138	-0.43138	-0.43138	
333	5.5511e-002	-0.46437	-0.46437	-0.46437	
334	5.5678e-002	-0.4865	-0.4865	-0.4865	
335	5.5844e-002	-0.49394	-0.49394	-0.49394	
336	5.6011e-002	-0.48509	-0.48509	-0.48509	
337	5.6178e-002	-0.46095	-0.46095	-0.46095	
338	5.6345e-002	-0.425	-0.425	-0.425	
339	5.6511e-002	-0.38265	-0.38265	-0.38265	
340	5.6678e-002	-0.34046	-0.34046	-0.34046	
341	5.6845e-002	-0.30507	-0.30507	-0.30507	
342	5.7011e-002	-0.28221	-0.28221	-0.28221	
343	5.7178e-002	-0.27576	-0.27576	-0.27576	
344	5.7345e-002	-0.28712	-0.28712	-0.28712	
345	5.7511e-002	-0.31495	-0.31495	-0.31495	
346	5.7678e-002	-0.35534	-0.35534	-0.35534	
347	5.7845e-002	-0.40237	-0.40237	-0.40237	
348	5.8012e-002	-0.44906	-0.44906	-0.44906	
349	5.8178e-002	-0.48847	-0.48847	-0.48847	
350	5.8345e-002	-0.51472	-0.51472	-0.51472	
351	5.8512e-002	-0.52397	-0.52397	-0.52397	
352	5.8678e-002	-0.51492	-0.51492	-0.51492	
353	5.8845e-002	-0.48907	-0.48907	-0.48907	
354	5.9012e-002	-0.45039	-0.45039	-0.45039	
355	5.9178e-002	-0.40477	-0.40477	-0.40477	
356	5.9345e-002	-0.35906	-0.35906	-0.35906	
357	5.9512e-002	-0.32002	-0.32002	-0.32002	
358	5.9679e-002	-0.29335	-0.29335	-0.29335	
359	5.9845e-002	-0.28277	-0.28277	-0.28277	
360	6.0012e-002	-0.28955	-0.28955	-0.28955	
361	6.0179e-002	-0.31231	-0.31231	-0.31231	
362	6.0345e-002	-0.34733	-0.34733	-0.34733	
363	6.0512e-002	-0.38916	-0.38916	-0.38916	
364	6.0679e-002	-0.43152	-0.43152	-0.43152	
365	6.0845e-002	-0.46823	-0.46823	-0.46823	
366	6.1012e-002	-0.49421	-0.49421	-0.49421	
367	6.1179e-002	-0.50616	-0.50616	-0.50616	
368	6.1346e-002	-0.50299	-0.50299	-0.50299	
369	6.1512e-002	-0.48587	-0.48587	-0.48587	
370	6.1679e-002	-0.45795	-0.45795	-0.45795	
371	6.1846e-002	-0.4238	-0.4238	-0.4238	
372	6.2012e-002	-0.38864	-0.38864	-0.38864	
373	6.2179e-002	-0.35754	-0.35754	-0.35754	
374	6.2346e-002	-0.33466	-0.33466	-0.33466	
375	6.2512e-002	-0.32265	-0.32265	-0.32265	
376	6.2679e-002	-0.32236	-0.32236	-0.32236	
377	6.2846e-002	-0.33282	-0.33282	-0.33282	
378	6.3013e-002	-0.35151	-0.35151	-0.35151	
379	6.3179e-002	-0.37493	-0.37493	-0.37493	
380	6.3346e-002	-0.39917	-0.39917	-0.39917	
381	6.3513e-002	-0.42065	-0.42065	-0.42065	
382	6.3679e-002	-0.43657	-0.43657	-0.43657	
383	6.3846e-002	-0.44532	-0.44532	-0.44532	
384	6.4013e-002	-0.44661	-0.44661	-0.44661	
385	6.4179e-002	-0.44131	-0.44131	-0.44131	
386	6.4346e-002	-0.43123	-0.43123	-0.43123	
387	6.4513e-002	-0.41864	-0.41864	-0.41864	
388	6.468e-002	-0.40584	-0.40584	-0.40584	
389	6.4846e-002	-0.39468	-0.39468	-0.39468	
390	6.5013e-002	-0.38636	-0.38636	-0.38636	
391	6.518e-002	-0.38118	-0.38118	-0.38118	
392	6.5346e-002	-0.3787	-0.3787	-0.3787	
393	6.5513e-002	-0.3779	-0.3779	-0.3779	
394	6.568e-002	-0.37756	-0.37756	-0.37756	
395	6.5846e-002	-0.37659	-0.37659	-0.37659	
396	6.6013e-002	-0.37436	-0.37436	-0.37436	
397	6.618e-002	-0.37086	-0.37086	-0.37086	
398	6.6347e-002	-0.36678	-0.36678	-0.36678	
399	6.6513e-002	-0.36329	-0.36329	-0.36329	
400	6.668e-002	-0.36181	-0.36181	-0.36181	
401	6.6847e-002	-0.36364	-0.36364	-0.36364	
402	6.7013e-002	-0.3696	-0.3696	-0.3696	
403	6.718e-002	-0.37971	-0.37971	-0.37971	
404	6.7347e-002	-0.39309	-0.39309	-0.39309	
405	6.7513e-002	-0.40794	-0.40794	-0.40794	
406	6.768e-002	-0.42178	-0.42178	-0.42178	
407	6.7847e-002	-0.43181	-0.43181	-0.43181	
408	6.8014e-002	-0.43545	-0.43545	-0.43545	
409	6.818e-002	-0.43085	-0.43085	-0.43085	
410	6.8347e-002	-0.41732	-0.41732	-0.41732	
411	6.8514e-002	-0.39564	-0.39564	-0.39564	
412	6.868e-002	-0.36806	-0.36806	-0.36806	
413	6.8847e-002	-0.33806	-0.33806	-0.33806	
414	6.9014e-002	-0.30989	-0.30989	-0.30989	
415	6.918e-002	-0.28791	-0.28791	-0.28791	
416	6.9347e-002	-0.27586	-0.27586	-0.27586	
417	6.9514e-002	-0.27622	-0.27622	-0.27622	
418	6.9681e-002	-0.2897	-0.2897	-0.2897	
419	6.9847e-002	-0.31499	-0.31499	-0.31499	
420	7.0014e-002	-0.34884	-0.34884	-0.34884	
421	7.0181e-002	-0.38644	-0.38644	-0.38644	
422	7.0347e-002	-0.4221	-0.4221	-0.4221	
423	7.0514e-002	-0.45008	-0.45008	-0.45008	
424	7.0681e-002	-0.46554	-0.46554	-0.46554	
425	7.0847e-002	-0.46529	-0.46529	-0.46529	
426	7.1014e-002	-0.44839	-0.44839	-0.44839	
427	7.1181e-002	-0.41641	-0.41641	-0.41641	
428	7.1348e-002	-0.37329	-0.37329	-0.37329	
429	7.1514e-002	-0.32476	-0.32476	-0.32476	
430	7.1681e-002	-0.27761	-0.27761	-0.27761	
431	7.1848e-002	-0.23859	-0.23859	-0.23859	
432	7.2014e-002	-0.21345	-0.21345	-0.21345	
433	7.2181e-002	-0.20599	-0.20599	-0.20599	
434	7.2348e-002	-0.21746	-0.21746	-0.21746	
435	7.2514e-002	-0.2463	-0.2463	-0.2463	
436	7.2681e-002	-0.28828	-0.28828	-0.28828	
437	7.2848e-002	-0.33714	-0.33714	-0.33714	
438	7.3015e-002	-0.38547	-0.38547	-0.38547	
439	7.3181e-002	-0.42582	-0.42582	-0.42582	
440	7.3348e-002	-0.45187	-0.45187	-0.45187	
441	7.3515e-002	-0.45938	-0.45938	-0.45938	
442	7.3681e-002	-0.44684	-0.44684	-0.44684	
443	7.3848e-002	-0.41573	-0.41573	-0.41573	
444	7.4015e-002	-0.37031	-0.37031	-0.37031	
445	7.4181e-002	-0.31696	-0.31696	-0.31696	
446	7.4348e-002	-0.26322	-0.26322	-0.26322	
447	7.4515e-002	-0.21666	-0.21666	-0.21666	
448	7.4682e-002	-0.18375	-0.18375	-0.18375	
449	7.4848e-002	-0.16888	-0.16888	-0.16888	
450	7.5015e-002	-0.17371	-0.17371	-0.17371	
451	7.5182e-002	-0.19695	-0.19695	-0.19695	
452	7.5348e-002	-0.23454	-0.23454	-0.23454	
453	7.5515e-002	-0.28038	-0.28038	-0.28038	
454	7.5682e-002	-0.32719	-0.32719	-0.32719	
455	7.5848e-002	-0.36768	-0.36768	-0.36768	
456	7.6015e-002	-0.39568	-0.39568	-0.39568	
457	7.6182e-002	-0.40699	-0.40699	-0.40699	
458	7.6349e-002	-0.40004	-0.40004	-0.40004	
459	7.6515e-002	-0.37605	-0.37605	-0.37605	
460	7.6682e-002	-0.33876	-0.33876	-0.33876	
461	7.6849e-002	-0.29378	-0.29378	-0.29378	
462	7.7015e-002	-0.24773	-0.24773	-0.24773	
463	7.7182e-002	-0.20715	-0.20715	-0.20715	
464	7.7349e-002	-0.17751	-0.17751	-0.17751	
465	7.7515e-002	-0.16241	-0.16241	-0.16241	
466	7.7682e-002	-0.16308	-0.16308	-0.16308	
467	7.7849e-002	-0.17827	-0.17827	-0.17827	
468	7.8016e-002	-0.20452	-0.20452	-0.20452	
469	7.8182e-002	-0.23683	-0.23683	-0.23683	
470	7.8349e-002	-0.26948	-0.26948	-0.26948	
471	7.8516e-002	-0.297	-0.297	-0.297	
472	7.8682e-002	-0.31501	-0.31501	-0.31501	
473	7.8849e-002	-0.32088	-0.32088	-0.32088	
474	7.9016e-002	-0.31405	-0.31405	-0.31405	
475	7.9182e-002	-0.29604	-0.29604	-0.29604	
476	7.9349e-002	-0.27009	-0.27009	-0.27009	
477	7.9516e-002	-0.24052	-0.24052	-0.24052	
478	7.9683e-002	-0.212	-0.212	-0.212	
479	7.9849e-002	-0.18873	-0.18873	-0.18873	
480	8.0016e-002	-0.17374	-0.17374	-0.17374	
481	8.0183e-002	-0.16847	-0.16847	-0.16847	
