	Time [s]	Minimum [mm]	Maximum [mm]	Average [mm]	
2321	0.38691	0.18545	0.18545	0.18545	
2322	0.38708	0.17972	0.17972	0.17972	
2323	0.38724	0.1742	0.1742	0.1742	
2324	0.38741	0.16924	0.16924	0.16924	
2325	0.38758	0.16513	0.16513	0.16513	
2326	0.38774	0.16204	0.16204	0.16204	
2327	0.38791	0.16	0.16	0.16	
2328	0.38808	0.1589	0.1589	0.1589	
2329	0.38824	0.15846	0.15846	0.15846	
2330	0.38841	0.15832	0.15832	0.15832	
2331	0.38858	0.15806	0.15806	0.15806	
2332	0.38874	0.15728	0.15728	0.15728	
2333	0.38891	0.15563	0.15563	0.15563	
2334	0.38908	0.15288	0.15288	0.15288	
2335	0.38924	0.14895	0.14895	0.14895	
2336	0.38941	0.14393	0.14393	0.14393	
2337	0.38958	0.13805	0.13805	0.13805	
2338	0.38974	0.13167	0.13167	0.13167	
2339	0.38991	0.12521	0.12521	0.12521	
2340	0.39008	0.11911	0.11911	0.11911	
2341	0.39024	0.11375	0.11375	0.11375	
2342	0.39041	0.10941	0.10941	0.10941	
2343	0.39058	0.10623	0.10623	0.10623	
2344	0.39074	0.10419	0.10419	0.10419	
2345	0.39091	0.1031	0.1031	0.1031	
2346	0.39108	0.10266	0.10266	0.10266	
2347	0.39124	0.10249	0.10249	0.10249	
2348	0.39141	0.10215	0.10215	0.10215	
2349	0.39158	0.10125	0.10125	0.10125	
2350	0.39174	9.9479e-002	9.9479e-002	9.9479e-002	
2351	0.39191	9.6639e-002	9.6639e-002	9.6639e-002	
2352	0.39208	9.2682e-002	9.2682e-002	9.2682e-002	
2353	0.39225	8.7706e-002	8.7706e-002	8.7706e-002	
2354	0.39241	8.1937e-002	8.1937e-002	8.1937e-002	
2355	0.39258	7.5701e-002	7.5701e-002	7.5701e-002	
2356	0.39275	6.9373e-002	6.9373e-002	6.9373e-002	
2357	0.39291	6.3328e-002	6.3328e-002	6.3328e-002	
2358	0.39308	5.7895e-002	5.7895e-002	5.7895e-002	
2359	0.39325	5.3312e-002	5.3312e-002	5.3312e-002	
2360	0.39341	4.9703e-002	4.9703e-002	4.9703e-002	
2361	0.39358	4.7063e-002	4.7063e-002	4.7063e-002	
2362	0.39375	4.5267e-002	4.5267e-002	4.5267e-002	
2363	0.39391	4.4088e-002	4.4088e-002	4.4088e-002	
2364	0.39408	4.3233e-002	4.3233e-002	4.3233e-002	
2365	0.39425	4.2378e-002	4.2378e-002	4.2378e-002	
2366	0.39441	4.1213e-002	4.1213e-002	4.1213e-002	
2367	0.39458	3.9474e-002	3.9474e-002	3.9474e-002	
2368	0.39475	3.6979e-002	3.6979e-002	3.6979e-002	
2369	0.39491	3.3638e-002	3.3638e-002	3.3638e-002	
2370	0.39508	2.9466e-002	2.9466e-002	2.9466e-002	
2371	0.39525	2.4571e-002	2.4571e-002	2.4571e-002	
2372	0.39541	1.9141e-002	1.9141e-002	1.9141e-002	
2373	0.39558	1.3419e-002	1.3419e-002	1.3419e-002	
2374	0.39575	7.6698e-003	7.6698e-003	7.6698e-003	
2375	0.39591	2.1542e-003	2.1542e-003	2.1542e-003	
2376	0.39608	-2.9012e-003	-2.9012e-003	-2.9012e-003	
2377	0.39625	-7.3264e-003	-7.3264e-003	-7.3264e-003	
2378	0.39641	-1.1025e-002	-1.1025e-002	-1.1025e-002	
2379	0.39658	-1.3979e-002	-1.3979e-002	-1.3979e-002	
2380	0.39675	-1.6255e-002	-1.6255e-002	-1.6255e-002	
2381	0.39691	-1.7989e-002	-1.7989e-002	-1.7989e-002	
2382	0.39708	-1.9373e-002	-1.9373e-002	-1.9373e-002	
2383	0.39725	-2.0639e-002	-2.0639e-002	-2.0639e-002	
2384	0.39741	-2.2027e-002	-2.2027e-002	-2.2027e-002	
2385	0.39758	-2.3769e-002	-2.3769e-002	-2.3769e-002	
2386	0.39775	-2.6057e-002	-2.6057e-002	-2.6057e-002	
2387	0.39791	-2.9027e-002	-2.9027e-002	-2.9027e-002	
2388	0.39808	-3.274e-002	-3.274e-002	-3.274e-002	
2389	0.39825	-3.7176e-002	-3.7176e-002	-3.7176e-002	
2390	0.39841	-4.2235e-002	-4.2235e-002	-4.2235e-002	
2391	0.39858	-4.7741e-002	-4.7741e-002	-4.7741e-002	
2392	0.39875	-5.3462e-002	-5.3462e-002	-5.3462e-002	
2393	0.39891	-5.9135e-002	-5.9135e-002	-5.9135e-002	
2394	0.39908	-6.4493e-002	-6.4493e-002	-6.4493e-002	
2395	0.39925	-6.9296e-002	-6.9296e-002	-6.9296e-002	
2396	0.39941	-7.3365e-002	-7.3365e-002	-7.3365e-002	
2397	0.39958	-7.66e-002	-7.66e-002	-7.66e-002	
2398	0.39975	-7.8998e-002	-7.8998e-002	-7.8998e-002	
2399	0.39991	-8.066e-002	-8.066e-002	-8.066e-002	
2400	0.4	-8.1286e-002	-8.1286e-002	-8.1286e-002	
